log(E/eV)	z/pc	tobs/yr	Synchr	IC	IC - IR	SSC
3.9899	50	0	40.1617	35.7401	37.2662	35.2632	40.1623
4.22222	50	0	40.1407	35.8918	37.3777	35.3817	40.1415
4.45455	50	0	40.1199	36.0395	37.5331	35.4974	40.1211
4.68687	50	0	40.1174	36.1703	37.5925	35.6207	40.1187
4.91919	50	0	40.0981	36.2859	37.7493	35.7352	40.1002
5.15152	50	0	40.0739	36.4176	37.8253	35.8495	40.0764
5.38384	50	0	40.0613	36.5545	37.9762	35.9649	40.0651
5.61616	50	0	40.0229	36.6628	38.0619	36.0793	40.0279
5.84848	50	0	39.9663	36.7972	38.2271	36.1747	39.9745
6.08081	50	0	39.9259	36.9316	38.3124	36.3051	39.9369
6.31313	50	0	39.8648	37.0045	38.4579	36.4085	39.8822
6.54545	50	0	39.774	37.1574	38.557	36.5091	39.8008
6.77778	50	0	39.6904	37.22	38.6996	36.6109	39.7343
7.0101	50	0	39.5623	37.3719	38.8049	36.7131	39.6352
7.24242	50	0	39.3209	37.495	38.9497	36.81	39.4803
7.47475	50	0	38.9881	37.6169	39.0019	36.9124	39.3068
7.70707	50	0	38.579	37.7115	39.1625	37.0077	39.2776
7.93939	50	0	38.0185	37.8355	39.2691	37.1007	39.3104
8.17172	50	0	37.0724	37.8987	39.4243	37.1861	39.4414
8.40404	50	0	35.2769	38.0079	39.4756	37.2758	39.4928
8.63636	50	0	31.9932	38.0865	39.5907	37.3624	39.6066
8.86869	50	0	26.1678	38.226	39.7122	37.4406	39.7284
9.10101	50	0	16.0027	38.287	39.7855	37.521	39.8014
9.33333	50	0	-1.57183	38.3439	39.9039	37.5904	39.9177
9.56566	50	0	-31.7969	38.404	39.9144	37.6419	39.9299
9.79798	50	0	-83.6209	38.4807	40.0198	37.6964	40.0342
10.0303	50	0	-172.322	38.4076	40.0823	37.7501	40.0933
10.2626	50	0	0	38.5368	40.1916	37.7911	40.2028
10.4949	50	0	0	38.4208	40.144	37.7938	40.154
10.7273	50	0	0	38.5377	40.1425	37.7755	40.155
10.9596	50	0	0	38.3764	40.2296	37.7867	40.2372
11.1919	50	0	0	38.2862	40.0974	37.7573	40.106
11.4242	50	0	0	37.8179	40.0863	37.6981	40.0904
11.6566	50	0	0	37.5181	40.0439	37.5917	40.0467
11.8889	50	0	0	37.7682	39.9785	37.5553	39.9828
12.1212	50	0	0	36.568	39.7598	37.405	39.762
12.3535	50	0	0	36.1859	39.6599	37.3101	39.662
12.5859	50	0	0	36.3495	39.3831	37.1845	39.3863
12.8182	50	0	0	36.2884	39.3212	37.0989	39.3242
13.0505	50	0	0	34.6889	38.9635	36.9604	38.9678
13.2828	50	0	0	34.775	39.0183	36.8062	39.021
13.5152	50	0	0	34.5329	38.715	36.6525	38.7188
13.7475	50	0	0	33.0713	37.6143	36.3728	37.6385
13.9798	50	0	0	33.0874	37.6337	36.1094	37.6465
14.2121	50	0	0	32.6748	37.2227	35.8382	37.2402
14.4444	50	0	0	33.2016	37.6177	35.3907	37.6203
14.6768	50	0	0	30.3963	35.0237	34.3871	35.1139
14.9091	50	0	0	0	0	0	0
15.1414	50	0	0	0	0	0	0
15.3737	50	0	0	0	0	0	0
15.6061	50	0	0	0	0	0	0
15.8384	50	0	0	0	0	0	0
16.0707	50	0	0	0	0	0	0
16.303	50	0	0	0	0	0	0
16.5354	50	0	0	0	0	0	0
16.7677	50	0	0	0	0	0	0
17	50	0	0	0	0	0	0
-5.83221	51.7476	108.994	38.9438	0	0	0	38.9438
-5.59988	51.7476	108.994	39.0575	0	0	29.8359	39.0575
-5.36756	51.7476	108.994	39.1787	0	0	30.4372	39.1787
-5.13524	51.7476	108.994	39.2966	0	0	30.9214	39.2966
-4.90292	51.7476	108.994	39.4107	0	0	31.3581	39.4107
-4.67059	51.7476	108.994	39.5318	0	0	31.7618	39.5318
-4.43827	51.7476	108.994	39.6496	0	0	32.1326	39.6496
-4.20595	51.7476	108.994	39.7611	0	0	32.4426	39.7611
-3.97362	51.7476	108.994	39.8793	0	0	32.7339	39.8793
-3.7413	51.7476	108.994	39.9967	0	0	33.0087	39.9967
-3.50898	51.7476	108.994	40.1083	0	27.1054	33.2549	40.1083
-3.27665	51.7476	108.994	40.2266	0	28.3123	33.4848	40.2266
-3.04433	51.7476	108.994	40.3456	0	29.1863	33.7059	40.3456
-2.81201	51.7476	108.994	40.4565	0	29.9714	33.9194	40.4565
-2.57968	51.7476	108.994	40.5715	0	30.713	34.1095	40.5715
-2.34736	51.7476	108.994	40.6872	0	31.4268	34.2988	40.6872
-2.11504	51.7476	108.994	40.7943	0	32.1187	34.4874	40.7943
-1.88271	51.7476	108.994	40.905	0	32.7879	34.6541	40.905
-1.65039	51.7476	108.994	41.0191	0	33.4278	34.8257	41.0191
-1.41807	51.7476	108.994	41.1232	24.9126	34.0242	34.9989	41.1232
-1.18574	51.7476	108.994	41.2262	27.8382	34.5561	35.155	41.2262
-0.95342	51.7476	108.994	41.3289	28.7211	35.0092	35.3093	41.3289
-0.721097	51.7476	108.994	41.4171	29.4876	35.3994	35.4712	41.4171
-0.488774	51.7476	108.994	41.5008	30.2103	35.7546	35.6178	41.5008
-0.25645	51.7476	108.994	41.587	30.91	36.079	35.767	41.587
-0.0241272	51.7476	108.994	41.6586	31.5935	36.3676	35.9194	41.6586
0.208196	51.7476	108.994	41.7211	32.2603	36.6174	36.0597	41.7211
0.440519	51.7476	108.994	41.7864	32.9051	36.8453	36.2	41.7864
0.672842	51.7476	108.994	41.8343	33.5153	37.0637	36.346	41.8343
0.905166	51.7476	108.994	41.8668	34.0708	37.2508	36.4828	41.8668
1.13749	51.7476	108.994	41.9065	34.5515	37.4308	36.6218	41.9066
1.36981	51.7476	108.994	41.9364	34.9604	37.6045	36.7631	41.9365
1.60214	51.7476	108.994	41.9508	35.3267	37.7639	36.8918	41.9508
1.83446	51.7476	108.994	41.9767	35.6629	37.9098	37.0263	41.9767
2.06678	51.7476	108.994	41.9988	35.9634	38.0556	37.1607	41.9988
2.29911	51.7476	108.994	41.9999	36.2257	38.2029	37.287	42
2.53143	51.7476	108.994	42.0085	36.4619	38.3189	37.4188	42.0086
2.76375	51.7476	108.994	42.0187	36.6787	38.4447	37.5519	42.0189
2.99607	51.7476	108.994	42.0089	36.8891	38.5882	37.6739	42.0091
3.2284	51.7476	108.994	42.0086	37.0647	38.7003	37.8054	42.0089
3.46072	51.7476	108.994	42.0198	37.2333	38.837	37.9315	42.0202
3.69304	51.7476	108.994	42.0125	37.4055	38.9582	38.0449	42.0129
3.92537	51.7476	108.994	42.0073	37.5526	39.0742	38.1655	42.0079
4.15769	51.7476	108.994	42.0098	37.6891	39.2035	38.295	42.0106
4.39001	51.7476	108.994	41.9891	37.8406	39.3085	38.4132	41.9902
4.62234	51.7476	108.994	41.9674	37.9685	39.4549	38.5287	41.969
4.85466	51.7476	108.994	41.9645	38.1008	39.5165	38.6516	41.9663
5.08698	51.7476	108.994	41.9455	38.2328	39.6872	38.7658	41.9483
5.31931	51.7476	108.994	41.9204	38.3441	39.7407	38.8797	41.9238
5.55163	51.7476	108.994	41.9076	38.4773	39.899	38.9947	41.9125
5.78395	51.7476	108.994	41.8696	38.6149	39.9902	39.1087	41.8763
6.01628	51.7476	108.994	41.8121	38.7185	40.1499	39.2036	41.8228
6.2486	51.7476	108.994	41.7707	38.8525	40.2362	39.3336	41.7852
6.48092	51.7476	108.994	41.7098	38.9409	40.3975	39.4366	41.7334
6.71325	51.7476	108.994	41.6181	39.0828	40.467	39.5365	41.6523
6.94557	51.7476	108.994	41.5335	39.1599	40.6224	39.638	41.5903
7.17789	51.7476	108.994	41.407	39.3215	40.7279	39.7397	41.5001
7.41022	51.7476	108.994	41.1679	39.434	40.8861	39.8361	41.3686
7.64254	51.7476	108.994	40.8351	39.5398	40.9332	39.938	41.2209
7.87486	51.7476	108.994	40.4275	39.6538	41.1008	40.0329	41.2258
8.10719	51.7476	108.994	39.8719	39.7719	41.1995	40.1253	41.2672
8.33951	51.7476	108.994	38.9425	39.8318	41.3177	40.2101	41.365
8.57183	51.7476	108.994	37.1787	39.9683	41.4235	40.2992	41.4689
8.80416	51.7476	108.994	33.9496	40.0222	41.4799	40.3849	41.5273
9.03648	51.7476	108.994	28.2172	40.1657	41.6192	40.4625	41.6625
9.2688	51.7476	108.994	18.2108	40.2557	41.6787	40.5421	41.7243
9.50113	51.7476	108.994	0.907365	40.3018	41.8361	40.6105	41.873
9.73345	51.7476	108.994	-28.8549	40.3887	41.8132	40.6608	41.8577
9.96577	51.7476	108.994	-79.8887	40.4527	41.9343	40.7142	41.973
10.1981	51.7476	108.994	-167.24	40.4121	41.9661	40.7665	42.0039
10.4304	51.7476	108.994	0	40.5428	42.066	40.8061	42.1014
10.6627	51.7476	108.994	0	40.4615	42.0052	40.8067	42.0434
10.8951	51.7476	108.994	0	40.5426	42.0295	40.7866	42.0668
11.1274	51.7476	108.994	0	40.3959	42.0215	40.7963	42.0562
11.3597	51.7476	108.994	0	40.1004	42.0011	40.7652	42.0307
11.592	51.7476	108.994	0	39.9273	41.9618	40.7046	41.989
11.8244	51.7476	108.994	0	39.6278	41.8524	40.5972	41.8784
12.0567	51.7476	108.994	0	39.8538	41.9061	40.5599	41.9289
12.289	51.7476	108.994	0	38.6998	41.661	40.4098	41.6851
12.5213	51.7476	108.994	0	38.3193	41.6346	40.3149	41.6551
12.7537	51.7476	108.994	0	38.4817	41.3588	40.1886	41.3877
12.986	51.7476	108.994	0	38.4106	41.3476	40.1029	41.3721
13.2183	51.7476	108.994	0	36.8341	40.9981	39.9645	41.0366
13.4506	51.7476	108.994	0	36.9221	41.0211	39.8097	41.047
13.6829	51.7476	108.994	0	36.6815	40.6929	39.6552	40.731
13.9153	51.7476	108.994	0	35.2226	39.7139	39.3744	39.8776
14.1476	51.7476	108.994	0	35.2387	39.73	39.11	39.8234
14.3799	51.7476	108.994	0	34.8244	39.3141	38.8367	39.439
14.6122	51.7476	108.994	0	35.3482	39.653	38.3867	39.6759
14.8446	51.7476	108.994	0	32.5354	37.14	37.3791	37.5769
15.0769	51.7476	108.994	0	0	0	0	0
15.3092	51.7476	108.994	0	0	0	0	0
15.5415	51.7476	108.994	0	0	0	0	0
15.7739	51.7476	108.994	0	0	0	0	0
16.0062	51.7476	108.994	0	0	0	0	0
16.2385	51.7476	108.994	0	0	0	0	0
16.4708	51.7476	108.994	0	0	0	0	0
16.7031	51.7476	108.994	0	0	0	0	0
16.9355	51.7476	108.994	0	0	0	0	0
17.1678	51.7476	108.994	0	0	0	0	0
-5.82465	53.5563	134.002	39.1526	0	0	0	39.1526
-5.59232	53.5563	134.002	39.2657	0	0	30.1223	39.2657
-5.36	53.5563	134.002	39.3856	0	0	30.7232	39.3856
-5.12768	53.5563	134.002	39.5051	0	0	31.2073	39.5051
-4.89535	53.5563	134.002	39.6189	0	0	31.644	39.6189
-4.66303	53.5563	134.002	39.7386	0	0	32.0477	39.7386
-4.43071	53.5563	134.002	39.8583	0	0	32.4184	39.8583
-4.19838	53.5563	134.002	39.9699	0	0	32.7283	39.9699
-3.96606	53.5563	134.002	40.0864	0	0	33.0196	40.0864
-3.73374	53.5563	134.002	40.2052	0	0	33.2943	40.2052
-3.50141	53.5563	134.002	40.3168	0	27.2563	33.5405	40.3168
-3.26909	53.5563	134.002	40.4331	0	28.462	33.7704	40.4331
-3.03677	53.5563	134.002	40.553	0	29.3349	33.9914	40.553
-2.80444	53.5563	134.002	40.6645	0	30.1192	34.2049	40.6645
-2.57212	53.5563	134.002	40.7773	0	30.8601	34.3949	40.7773
-2.3398	53.5563	134.002	40.8933	0	31.5734	34.5843	40.8933
-2.10747	53.5563	134.002	41.0003	0	32.2646	34.7729	41.0003
-1.87515	53.5563	134.002	41.1076	0	32.9329	34.9395	41.1076
-1.64283	53.5563	134.002	41.2202	0	33.5717	35.1111	41.2202
-1.41051	53.5563	134.002	41.3234	25.0593	34.1663	35.2843	41.3234
-1.17818	53.5563	134.002	41.422	27.9849	34.6958	35.4402	41.422
-0.945859	53.5563	134.002	41.522	28.8676	35.1463	35.5945	41.522
-0.713535	53.5563	134.002	41.6081	29.6339	35.535	35.7563	41.6081
-0.481212	53.5563	134.002	41.6849	30.3564	35.8892	35.9026	41.6849
-0.248889	53.5563	134.002	41.7656	31.056	36.2124	36.0517	41.7656
-0.0165658	53.5563	134.002	41.8344	31.7391	36.4997	36.204	41.8344
0.215757	53.5563	134.002	41.8897	32.4054	36.7484	36.3438	41.8897
0.448081	53.5563	134.002	41.9487	33.0493	36.976	36.4839	41.9487
0.680404	53.5563	134.002	41.9955	33.658	37.1937	36.6296	41.9955
0.912727	53.5563	134.002	42.0222	34.2114	37.3799	36.7658	42.0222
1.14505	53.5563	134.002	42.0544	34.6894	37.5597	36.9045	42.0544
1.37737	53.5563	134.002	42.0839	35.0963	37.7334	37.0454	42.0839
1.6097	53.5563	134.002	42.0949	35.4616	37.8918	37.1734	42.0949
1.84202	53.5563	134.002	42.1137	35.7967	38.0374	37.3074	42.1137
2.07434	53.5563	134.002	42.137	36.096	38.1837	37.4413	42.1371
2.30667	53.5563	134.002	42.1384	36.3571	38.3304	37.5669	42.1385
2.53899	53.5563	134.002	42.1414	36.5926	38.4458	37.6981	42.1415
2.77131	53.5563	134.002	42.1528	36.809	38.5725	37.8307	42.153
3.00364	53.5563	134.002	42.1445	37.0185	38.7158	37.9528	42.1447
3.23596	53.5563	134.002	42.1383	37.1935	38.8269	38.0832	42.1385
3.46828	53.5563	134.002	42.1495	37.3623	38.9643	38.2088	42.1499
3.70061	53.5563	134.002	42.145	37.5337	39.0858	38.3212	42.1454
3.93293	53.5563	134.002	42.1358	37.6803	39.2005	38.4414	42.1364
4.16525	53.5563	134.002	42.139	37.8173	39.3311	38.5703	42.1398
4.39758	53.5563	134.002	42.1224	37.9684	39.4353	38.6874	42.1235
4.6299	53.5563	134.002	42.0963	38.0954	39.5814	38.8018	42.0979
4.86222	53.5563	134.002	42.091	38.2282	39.6437	38.9237	42.0929
5.09455	53.5563	134.002	42.0756	38.3605	39.8144	39.0366	42.0785
5.32687	53.5563	134.002	42.0474	38.471	39.867	39.1491	42.0509
5.55919	53.5563	134.002	42.0328	38.6042	40.0263	39.2625	42.038
5.79152	53.5563	134.002	42.0006	38.7428	40.1171	39.3749	42.0075
6.02384	53.5563	134.002	41.941	38.8449	40.2762	39.4676	41.952
6.25616	53.5563	134.002	41.8945	38.9793	40.3631	39.5963	41.9097
6.48848	53.5563	134.002	41.8388	39.0683	40.5248	39.6977	41.8631
6.72081	53.5563	134.002	41.747	39.2095	40.5928	39.7954	41.7821
6.95313	53.5563	134.002	41.6575	39.288	40.7491	39.8954	41.7163
7.18545	53.5563	134.002	41.5446	39.4494	40.854	39.9953	41.6381
7.41778	53.5563	134.002	41.327	39.5611	41.0111	40.0896	41.5196
7.6501	53.5563	134.002	41.0031	39.6669	41.0579	40.1901	41.3712
7.88242	53.5563	134.002	40.6109	39.7815	41.2237	40.2833	41.3682
8.11475	53.5563	134.002	40.0897	39.8988	41.3197	40.3732	41.4025
8.34707	53.5563	134.002	39.268	39.9589	41.434	40.456	41.493
8.57939	53.5563	134.002	37.7165	40.0962	41.5387	40.5427	41.5945
8.81172	53.5563	134.002	34.8515	40.149	41.5878	40.6253	41.6467
9.04404	53.5563	134.002	29.7408	40.2932	41.723	40.6999	41.7769
9.27636	53.5563	134.002	20.796	40.3829	41.7751	40.7768	41.8324
9.50869	53.5563	134.002	5.30494	40.4277	41.9281	40.8416	41.9748
9.74101	53.5563	134.002	-21.3629	40.5145	41.8942	40.8866	41.9511
9.97333	53.5563	134.002	-67.1134	40.575	42.0097	40.9359	42.0593
10.2057	53.5563	134.002	-145.445	40.5317	42.0323	40.9831	42.0818
10.438	53.5563	134.002	0	40.6587	42.1268	41.0172	42.1728
10.6703	53.5563	134.002	0	40.5695	42.057	41.0098	42.1071
10.9026	53.5563	134.002	0	40.6416	42.0764	40.9836	42.1246
11.1349	53.5563	134.002	0	40.4819	42.06	40.9879	42.1058
11.3673	53.5563	134.002	0	40.1653	42.0404	40.9509	42.0797
11.5996	53.5563	134.002	0	39.9888	41.9961	40.8854	42.0325
11.8319	53.5563	134.002	0	39.6802	41.8828	40.7745	41.9179
12.0642	53.5563	134.002	0	39.9003	41.9385	40.7348	41.9686
12.2966	53.5563	134.002	0	38.741	41.6915	40.5853	41.7246
12.5289	53.5563	134.002	0	38.358	41.6643	40.4906	41.6927
12.7612	53.5563	134.002	0	38.5189	41.3885	40.3624	41.4281
12.9935	53.5563	134.002	0	38.4461	41.3758	40.2764	41.4095
13.2259	53.5563	134.002	0	36.8682	41.0254	40.1386	41.0784
13.4582	53.5563	134.002	0	36.9551	41.0454	39.982	41.0815
13.6905	53.5563	134.002	0	36.713	40.7144	39.8253	40.7671
13.9228	53.5563	134.002	0	35.2493	39.7378	39.5415	39.9517
14.1552	53.5563	134.002	0	35.2622	39.7509	39.2741	39.8759
14.3875	53.5563	134.002	0	34.8427	39.3297	38.9948	39.4948
14.6198	53.5563	134.002	0	35.3613	39.6608	38.5364	39.6923
14.8521	53.5563	134.002	0	32.5275	37.1317	37.5177	37.6673
15.0844	53.5563	134.002	0	0	0	0	0
15.3168	53.5563	134.002	0	0	0	0	0
15.5491	53.5563	134.002	0	0	0	0	0
15.7814	53.5563	134.002	0	0	0	0	0
16.0137	53.5563	134.002	0	0	0	0	0
16.2461	53.5563	134.002	0	0	0	0	0
16.4784	53.5563	134.002	0	0	0	0	0
16.7107	53.5563	134.002	0	0	0	0	0
16.943	53.5563	134.002	0	0	0	0	0
17.1754	53.5563	134.002	0	0	0	0	0
-5.81692	55.4283	150.979	39.259	0	0	0	39.259
-5.5846	55.4283	150.979	39.3721	0	0	30.2465	39.3721
-5.35227	55.4283	150.979	39.4914	0	0	30.8474	39.4914
-5.11995	55.4283	150.979	39.6115	0	0	31.3315	39.6115
-4.88763	55.4283	150.979	39.7252	0	0	31.7681	39.7252
-4.6553	55.4283	150.979	39.8444	0	0	32.1718	39.8444
-4.42298	55.4283	150.979	39.9646	0	0	32.5425	39.9646
-4.19066	55.4283	150.979	40.0765	0	0	32.8523	40.0765
-3.95834	55.4283	150.979	40.1923	0	0	33.1436	40.1923
-3.72601	55.4283	150.979	40.3114	0	0	33.4183	40.3114
-3.49369	55.4283	150.979	40.4233	0	27.3496	33.6644	40.4233
-3.26137	55.4283	150.979	40.5387	0	28.5541	33.8943	40.5387
-3.02904	55.4283	150.979	40.6588	0	29.4259	34.1153	40.6588
-2.79672	55.4283	150.979	40.7706	0	30.2094	34.3288	40.7706
-2.5644	55.4283	150.979	40.8824	0	30.9497	34.5188	40.8825
-2.33207	55.4283	150.979	40.9983	0	31.6623	34.7082	40.9983
-2.09975	55.4283	150.979	41.1053	0	32.3529	34.8967	41.1053
-1.86743	55.4283	150.979	41.2111	0	33.0204	35.0633	41.2111
-1.6351	55.4283	150.979	41.3227	0	33.658	35.2349	41.3227
-1.40278	55.4283	150.979	41.4255	25.1486	34.2508	35.408	41.4255
-1.17046	55.4283	150.979	41.5221	28.0739	34.7776	35.5639	41.5221
-0.938133	55.4283	150.979	41.6204	28.9565	35.2255	35.7181	41.6204
-0.70581	55.4283	150.979	41.7055	29.7227	35.6127	35.8799	41.7055
-0.473487	55.4283	150.979	41.7794	30.4451	35.9659	36.0261	41.7794
-0.241163	55.4283	150.979	41.8573	31.1444	36.288	36.1752	41.8573
-0.00884005	55.4283	150.979	41.9247	31.8272	36.574	36.3273	41.9247
0.223483	55.4283	150.979	41.9772	32.4929	36.8216	36.467	41.9772
0.455806	55.4283	150.979	42.033	33.1359	37.0488	36.6069	42.033
0.68813	55.4283	150.979	42.0792	33.7431	37.2658	36.7524	42.0792
0.920453	55.4283	150.979	42.1039	34.2942	37.4511	36.8885	42.1039
1.15278	55.4283	150.979	42.1327	34.7695	37.6307	37.0269	42.1327
1.3851	55.4283	150.979	42.1617	35.1745	37.8046	37.1676	42.1617
1.61742	55.4283	150.979	42.1717	35.5387	37.9619	37.2953	42.1717
1.84975	55.4283	150.979	42.1875	35.8728	38.1073	37.4291	42.1876
2.08207	55.4283	150.979	42.2109	36.1707	38.254	37.5628	42.211
2.31439	55.4283	150.979	42.2128	36.4306	38.4	37.6881	42.2129
2.54672	55.4283	150.979	42.2136	36.6654	38.5148	37.8189	42.2137
2.77904	55.4283	150.979	42.225	36.8814	38.6425	37.9513	42.2252
3.01136	55.4283	150.979	42.2176	37.0901	38.7856	38.0735	42.2178
3.24369	55.4283	150.979	42.2092	37.2645	38.8957	38.2033	42.2095
3.47601	55.4283	150.979	42.2199	37.4335	39.0338	38.3287	42.2202
3.70833	55.4283	150.979	42.2166	37.6041	39.1555	38.4407	42.2171
3.94065	55.4283	150.979	42.2062	37.7501	39.2689	38.5607	42.2068
4.17298	55.4283	150.979	42.209	37.8878	39.4008	38.6892	42.2098
4.4053	55.4283	150.979	42.1942	38.0383	39.5043	38.8058	42.1953
4.63762	55.4283	150.979	42.1667	38.1645	39.6501	38.9197	42.1683
4.86995	55.4283	150.979	42.1597	38.2977	39.7131	39.0411	42.1617
5.10227	55.4283	150.979	42.1457	38.4303	39.8838	39.1533	42.1486
5.33459	55.4283	150.979	42.1165	38.54	39.9356	39.2651	42.1201
5.56692	55.4283	150.979	42.1005	38.6733	40.0959	39.3777	42.1057
5.79924	55.4283	150.979	42.0702	38.8129	40.1861	39.4895	42.0772
6.03156	55.4283	150.979	42.0101	38.9134	40.3447	39.5812	42.0213
6.26389	55.4283	150.979	41.9608	39.0482	40.4321	39.7092	41.9764
6.49621	55.4283	150.979	41.9066	39.138	40.5944	39.8099	41.9312
6.72853	55.4283	150.979	41.8149	39.2783	40.6609	39.9065	41.8505
6.96086	55.4283	150.979	41.7223	39.3584	40.8184	40.0059	41.7824
7.19318	55.4283	150.979	41.6134	39.5194	40.9227	40.1049	41.7078
7.4255	55.4283	150.979	41.4039	39.6305	41.0788	40.1983	41.5948
7.65783	55.4283	150.979	41.0835	39.7363	41.126	40.2981	41.4474
7.89015	55.4283	150.979	40.6955	39.8513	41.2904	40.3905	41.4416
8.12247	55.4283	150.979	40.1852	39.9678	41.3849	40.4792	41.4733
8.3548	55.4283	150.979	39.4003	40.0283	41.4965	40.561	41.5602
8.58712	55.4283	150.979	37.9261	40.1664	41.6019	40.6466	41.6617
8.81944	55.4283	150.979	35.1944	40.2181	41.6462	40.7276	41.7099
9.05177	55.4283	150.979	30.3113	40.3632	41.7798	40.8009	41.838
9.28409	55.4283	150.979	21.755	40.4529	41.8288	40.8765	41.8909
9.51641	55.4283	150.979	6.92722	40.4966	41.9793	40.9395	42.0301
9.74874	55.4283	150.979	-18.6081	40.5839	41.9407	40.982	42.0029
9.98106	55.4283	150.979	-62.425	40.642	42.0531	41.0294	42.1075
10.2134	55.4283	150.979	-137.455	40.5982	42.071	41.0743	42.1258
10.4457	55.4283	150.979	-265.777	40.7234	42.1627	41.1059	42.2135
10.678	55.4283	150.979	0	40.6312	42.09	41.0951	42.1454
10.9104	55.4283	150.979	0	40.698	42.1078	41.0661	42.1608
11.1427	55.4283	150.979	0	40.533	42.0857	41.0682	42.1365
11.375	55.4283	150.979	0	40.2031	42.0709	41.029	42.114
11.6073	55.4283	150.979	0	40.0327	42.0229	40.9617	42.0632
11.8396	55.4283	150.979	0	39.7205	41.908	40.8495	41.947
12.072	55.4283	150.979	0	39.9376	41.9669	40.809	41.9999
12.3043	55.4283	150.979	0	38.778	41.7196	40.6599	41.7564
12.5366	55.4283	150.979	0	38.3941	41.6923	40.5654	41.7237
12.7689	55.4283	150.979	0	38.5545	41.4174	40.4363	41.4611
13.0013	55.4283	150.979	0	38.4807	41.4037	40.3501	41.4409
13.2336	55.4283	150.979	0	36.9027	41.0531	40.2126	41.1117
13.4659	55.4283	150.979	0	36.9892	41.0706	40.0549	41.1106
13.6982	55.4283	150.979	0	36.7463	40.7374	39.897	40.796
13.9306	55.4283	150.979	0	35.2799	39.7656	39.6115	39.9964
14.1629	55.4283	150.979	0	35.2911	39.7771	39.3423	39.913
14.3952	55.4283	150.979	0	34.8686	39.3528	39.0597	39.5316
14.6275	55.4283	150.979	0	35.3841	39.6784	38.5968	39.713
14.8598	55.4283	150.979	0	32.5386	37.1423	37.5715	37.709
15.0922	55.4283	150.979	0	0	0	0	0
15.3245	55.4283	150.979	0	0	0	0	0
15.5568	55.4283	150.979	0	0	0	0	0
15.7891	55.4283	150.979	0	0	0	0	0
16.0215	55.4283	150.979	0	0	0	0	0
16.2538	55.4283	150.979	0	0	0	0	0
16.4861	55.4283	150.979	0	0	0	0	0
16.7184	55.4283	150.979	0	0	0	0	0
16.9508	55.4283	150.979	0	0	0	0	0
17.1831	55.4283	150.979	0	0	0	0	0
-5.80903	57.3656	164.349	39.3303	0	0	0	39.3303
-5.57671	57.3656	164.349	39.4434	0	0	30.3104	39.4434
