log(E/eV)	z/pc	tobs/yr	Synchr	IC	IC - IR	SSC
-5.06577	51.7476	244.101	36.1023	0	0	26.9048	36.1023
-4.83344	51.7476	244.101	36.2171	0	0	27.3084	36.2171
-4.60112	51.7476	244.101	36.3303	0	0	27.6789	36.3303
-4.3688	51.7476	244.101	36.4514	0	0	27.9887	36.4514
-4.13647	51.7476	244.101	36.568	0	0	28.2794	36.568
-3.90415	51.7476	244.101	36.6804	0	0	28.5539	36.6804
-3.67183	51.7476	244.101	36.7994	0	24.6996	28.8	36.7994
-3.4395	51.7476	244.101	36.9148	0	25.9392	29.0292	36.9148
-3.20718	51.7476	244.101	37.0258	0	26.8399	29.25	37.0258
-2.97486	51.7476	244.101	37.1453	0	27.6461	29.4636	37.1453
-2.74253	51.7476	244.101	37.2644	0	28.4041	29.6531	37.2644
-2.51021	51.7476	244.101	37.378	0	29.1317	29.8422	37.378
-2.27789	51.7476	244.101	37.497	0	29.8369	30.0311	37.497
-2.04556	51.7476	244.101	37.6146	0	30.5216	30.1972	37.6146
-1.81324	51.7476	244.101	37.7251	0	31.1832	30.3687	37.7251
-1.58092	51.7476	244.101	37.8422	22.6146	31.8125	30.5424	37.8422
-1.34859	51.7476	244.101	37.9617	25.5439	32.393	30.6982	37.9617
-1.11627	51.7476	244.101	38.0747	26.4301	32.9031	30.8525	38.0747
-0.883948	51.7476	244.101	38.1923	27.1997	33.3352	31.0152	38.1923
-0.651625	51.7476	244.101	38.3116	27.9259	33.7133	31.1621	38.3116
-0.419301	51.7476	244.101	38.4225	28.6299	34.0601	31.3118	38.4225
-0.186978	51.7476	244.101	38.5366	29.3195	34.3748	31.4656	38.5366
0.045345	51.7476	244.101	38.6549	29.9959	34.6504	31.6069	38.655
0.277668	51.7476	244.101	38.7659	30.6565	34.8903	31.7486	38.766
0.509992	51.7476	244.101	38.8791	31.2928	35.1178	31.8968	38.8792
0.742315	51.7476	244.101	38.9967	31.8898	35.3244	32.036	38.9968
0.974638	51.7476	244.101	39.1047	32.4258	35.5146	32.1774	39.1048
1.20696	51.7476	244.101	39.2106	32.8842	35.6829	32.3224	39.2107
1.43928	51.7476	244.101	39.3198	33.2779	35.859	32.4552	39.32
1.67161	51.7476	244.101	39.4184	33.6352	36.0179	32.5939	39.4186
1.90393	51.7476	244.101	39.5122	33.9609	36.156	32.7333	39.5124
2.13625	51.7476	244.101	39.6102	34.2502	36.3092	32.8659	39.6104
2.36858	51.7476	244.101	39.6961	34.5046	36.4441	33.0038	39.6963
2.6009	51.7476	244.101	39.7708	34.7303	36.5527	33.143	39.7711
2.83322	51.7476	244.101	39.8465	34.9542	36.6919	33.2689	39.8468
3.06555	51.7476	244.101	39.907	35.1472	36.8295	33.4101	39.9074
3.29787	51.7476	244.101	39.9507	35.3149	36.9552	33.544	39.9511
3.53019	51.7476	244.101	39.9993	35.4943	37.0655	33.6684	39.9999
3.76252	51.7476	244.101	40.0405	35.6579	37.2076	33.7948	40.0412
3.99484	51.7476	244.101	40.0621	35.7907	37.3165	33.9309	40.0629
4.22716	51.7476	244.101	40.0865	35.9426	37.428	34.0595	40.0875
4.45949	51.7476	244.101	40.1046	36.0899	37.5832	34.1845	40.1059
4.69181	51.7476	244.101	40.095	36.2204	37.6422	34.3155	40.0965
4.92413	51.7476	244.101	40.0852	36.3366	37.7998	34.4401	40.0875
5.15646	51.7476	244.101	40.0792	36.4678	37.8753	34.5639	40.0821
5.38878	51.7476	244.101	40.0437	36.6045	38.026	34.69	40.0481
5.6211	51.7476	244.101	39.9964	36.7136	38.112	34.8147	40.0023
5.85343	51.7476	244.101	39.9419	36.8474	38.2773	34.9263	39.9515
6.08575	51.7476	244.101	39.8125	36.9816	38.3625	35.065	39.8283
6.31807	51.7476	244.101	39.5806	37.0548	38.5085	35.1791	39.6172
6.5504	51.7476	244.101	39.2812	37.2076	38.6072	35.2955	39.3677
6.78272	51.7476	244.101	38.8782	37.2701	38.75	35.4077	39.126
7.01504	51.7476	244.101	38.2557	37.4226	38.8557	35.5265	38.9658
7.24737	51.7476	244.101	37.0916	37.5458	39.0023	35.6382	39.0226
7.47969	51.7476	244.101	34.8963	37.6668	39.0555	35.7535	39.0731
7.71201	51.7476	244.101	30.9292	37.762	39.2188	35.8628	39.2339
7.94433	51.7476	244.101	23.9369	37.8862	39.3289	35.9778	39.3445
8.17666	51.7476	244.101	11.7794	37.9491	39.4873	36.0776	39.4998
8.40898	51.7476	244.101	-9.19676	38.0593	39.5494	36.1897	39.5634
8.6413	51.7476	244.101	-45.2296	38.1376	39.6728	36.3018	39.6855
8.87363	51.7476	244.101	-106.97	38.277	39.8091	36.3964	39.8218
9.10595	51.7476	244.101	-212.601	38.3399	39.9039	36.5083	39.9158
9.33827	51.7476	244.101	0	38.3977	40.0495	36.6085	40.0593
9.5706	51.7476	244.101	0	38.4607	40.1024	36.6922	40.1124
9.80292	51.7476	244.101	0	38.5411	40.2481	36.7937	40.2567
10.0352	51.7476	244.101	0	38.4787	40.3619	36.8923	40.3677
10.2676	51.7476	244.101	0	38.6174	40.5156	36.9713	40.5212
10.4999	51.7476	244.101	0	38.5315	40.561	37.0594	40.5652
10.7322	51.7476	244.101	0	38.6726	40.6531	37.1449	40.6578
10.9645	51.7476	244.101	0	38.5765	40.7918	37.1932	40.7946
11.1969	51.7476	244.101	0	38.5479	40.8147	37.2962	40.8172
11.4292	51.7476	244.101	0	38.2739	40.898	37.3615	40.8991
11.6615	51.7476	244.101	0	38.13	40.9551	37.3718	40.9558
11.8938	51.7476	244.101	0	38.4824	41.038	37.4674	41.0393
12.1262	51.7476	244.101	0	37.6091	40.9825	37.4354	40.9828
12.3585	51.7476	244.101	0	37.4167	41.0345	37.5189	41.0347
12.5908	51.7476	244.101	0	37.7072	40.912	37.4596	40.9124
12.8231	51.7476	244.101	0	37.7875	40.9738	37.4648	40.9742
13.0554	51.7476	244.101	0	36.4657	40.7531	37.4395	40.7533
13.2878	51.7476	244.101	0	36.6378	40.8839	37.3225	40.884
13.5201	51.7476	244.101	0	36.4755	40.6636	37.2588	40.6638
13.7524	51.7476	244.101	0	35.1519	39.6961	37.0577	39.6971
13.9847	51.7476	244.101	0	35.2209	39.7668	36.8324	39.7673
14.2171	51.7476	244.101	0	34.8794	39.4275	36.6371	39.4282
14.4494	51.7476	244.101	0	35.4668	39.8804	36.2609	39.8806
14.6817	51.7476	244.101	0	32.8828	37.5092	35.3925	37.5125
14.914	51.7476	244.101	0	0	0	0	0
15.1464	51.7476	244.101	0	0	0	0	0
15.3787	51.7476	244.101	0	0	0	0	0
15.611	51.7476	244.101	0	0	0	0	0
15.8433	51.7476	244.101	0	0	0	0	0
16.0756	51.7476	244.101	0	0	0	0	0
16.308	51.7476	244.101	0	0	0	0	0
16.5403	51.7476	244.101	0	0	0	0	0
16.7726	51.7476	244.101	0	0	0	0	0
17.0049	51.7476	244.101	0	0	0	0	0
-5.98792	53.5563	342.902	35.8313	0	0	0	35.8313
-5.7556	53.5563	342.902	35.9532	0	0	25.7212	35.9532
-5.52327	53.5563	342.902	36.0677	0	0	26.3231	36.0677
-5.29095	53.5563	342.902	36.1808	0	0	26.8067	36.1808
-5.05863	53.5563	342.902	36.3007	0	0	27.243	36.3007
-4.8263	53.5563	342.902	36.4155	0	0	27.6466	36.4155
-4.59398	53.5563	342.902	36.5287	0	0	28.017	36.5287
-4.36166	53.5563	342.902	36.6499	0	0	28.3268	36.6499
-4.12933	53.5563	342.902	36.7665	0	0	28.6175	36.7665
-3.89701	53.5563	342.902	36.8789	0	0	28.892	36.8789
-3.66469	53.5563	342.902	36.9978	0	24.9112	29.1381	36.9978
-3.43236	53.5563	342.902	37.1132	0	26.1491	29.3673	37.1132
-3.20004	53.5563	342.902	37.2242	0	27.0484	29.5882	37.2242
-2.96772	53.5563	342.902	37.3437	0	27.8535	29.8017	37.3437
-2.73539	53.5563	342.902	37.4628	0	28.6107	29.9912	37.4628
-2.50307	53.5563	342.902	37.5764	0	29.3377	30.1804	37.5764
-2.27075	53.5563	342.902	37.6955	0	30.0422	30.3692	37.6955
-2.03842	53.5563	342.902	37.813	0	30.7263	30.5353	37.813
-1.8061	53.5563	342.902	37.9236	0	31.3871	30.7068	37.9236
-1.57378	53.5563	342.902	38.0406	22.8206	32.0152	30.8805	38.0406
-1.34145	53.5563	342.902	38.1601	25.7497	32.5937	31.0363	38.1601
-1.10913	53.5563	342.902	38.2731	26.6357	33.1014	31.1906	38.2731
-0.876808	53.5563	342.902	38.3906	27.4052	33.5313	31.3533	38.3907
-0.644485	53.5563	342.902	38.51	28.1312	33.9082	31.5002	38.51
-0.412162	53.5563	342.902	38.6208	28.8351	34.2541	31.6499	38.6208
-0.179838	53.5563	342.902	38.7348	29.5244	34.5676	31.8037	38.7349
0.0524848	53.5563	342.902	38.8532	30.2005	34.842	31.945	38.8532
0.284808	53.5563	342.902	38.964	30.8605	35.0812	32.0867	38.9641
0.517131	53.5563	342.902	39.0771	31.4959	35.3084	32.2349	39.0772
0.749454	53.5563	342.902	39.1945	32.0913	35.5142	32.3741	39.1946
0.981778	53.5563	342.902	39.3023	32.625	35.7037	32.5155	39.3024
1.2141	53.5563	342.902	39.4078	33.081	35.8722	32.6605	39.408
1.44642	53.5563	342.902	39.5167	33.4732	36.0478	32.7933	39.5169
1.67875	53.5563	342.902	39.6148	33.8295	36.206	32.9319	39.6149
1.91107	53.5563	342.902	39.7079	34.1542	36.3441	33.0714	39.7081
2.14339	53.5563	342.902	39.8052	34.4423	36.4975	33.204	39.8054
2.37572	53.5563	342.902	39.8902	34.6957	36.6315	33.3418	39.8905
2.60804	53.5563	342.902	39.964	34.9209	36.7405	33.481	39.9643
2.84036	53.5563	342.902	40.0387	35.1444	36.8801	33.6069	40.039
3.07269	53.5563	342.902	40.0983	35.3365	37.0167	33.7481	40.0986
3.30501	53.5563	342.902	40.1407	35.5039	37.1427	33.882	40.1412
3.53733	53.5563	342.902	40.1883	35.6834	37.2535	34.0063	40.1888
3.76966	53.5563	342.902	40.2286	35.8462	37.3948	34.1327	40.2292
4.00198	53.5563	342.902	40.2492	35.9787	37.5042	34.2687	40.25
4.2343	53.5563	342.902	40.2727	36.1309	37.6157	34.3972	40.2737
4.46663	53.5563	342.902	40.2901	36.2775	37.7706	34.5221	40.2915
4.69895	53.5563	342.902	40.2798	36.4078	37.8291	34.6531	40.2814
4.93127	53.5563	342.902	40.2692	36.5248	37.9876	34.7776	40.2715
5.1636	53.5563	342.902	40.2627	36.6553	38.0624	34.9014	40.2656
5.39592	53.5563	342.902	40.2267	36.7916	38.2127	35.0274	40.231
5.62824	53.5563	342.902	40.1788	36.902	38.2993	35.1521	40.1847
5.86057	53.5563	342.902	40.1239	37.0348	38.4648	35.2636	40.1336
6.09289	53.5563	342.902	39.9942	37.1688	38.5495	35.4023	40.0102
6.32521	53.5563	342.902	39.7619	37.2423	38.6964	35.5163	39.7989
6.55754	53.5563	342.902	39.4619	37.3951	38.7941	35.6328	39.5496
6.78986	53.5563	342.902	39.0587	37.4575	38.9367	35.745	39.3093
7.02218	53.5563	342.902	38.4362	37.6107	39.0425	35.8639	39.1515
7.2545	53.5563	342.902	37.2729	37.734	39.1904	35.9756	39.2106
7.48683	53.5563	342.902	35.0789	37.8539	39.2424	36.0909	39.2602
7.71915	53.5563	342.902	31.114	37.9498	39.4069	36.2003	39.4221
7.95147	53.5563	342.902	24.1255	38.0742	39.5169	36.3152	39.5326
8.1838	53.5563	342.902	11.9745	38.1367	39.674	36.4151	39.6867
8.41612	53.5563	342.902	-8.99064	38.2482	39.7379	36.5271	39.752
8.64844	53.5563	342.902	-45.0046	38.3256	39.8591	36.6392	39.8719
8.88077	53.5563	342.902	-106.712	38.4645	39.9962	36.7338	40.009
9.11309	53.5563	342.902	-212.288	38.5292	40.0898	36.8456	40.1019
9.34541	53.5563	342.902	0	38.5866	40.2385	36.9455	40.2483
9.57774	53.5563	342.902	0	38.6504	40.2898	37.0292	40.2999
9.81006	53.5563	342.902	0	38.7312	40.437	37.1305	40.4457
10.0424	53.5563	342.902	0	38.6698	40.5502	37.2287	40.5561
10.2747	53.5563	342.902	0	38.8089	40.7041	37.3078	40.7098
10.507	53.5563	342.902	0	38.7244	40.7487	37.3954	40.753
10.7394	53.5563	342.902	0	38.8644	40.8418	37.4805	40.8466
10.9717	53.5563	342.902	0	38.769	40.9781	37.5288	40.9809
11.204	53.5563	342.902	0	38.7323	41.0034	37.631	41.0059
11.4363	53.5563	342.902	0	38.4702	41.0861	37.6961	41.0873
11.6686	53.5563	342.902	0	38.3264	41.1409	37.7054	41.1417
11.901	53.5563	342.902	0	38.678	41.2267	37.8007	41.2281
12.1333	53.5563	342.902	0	37.8058	41.1693	37.768	41.1696
12.3656	53.5563	342.902	0	37.6128	41.2235	37.8496	41.2237
12.5979	53.5563	342.902	0	37.9025	41.0986	37.7898	41.0991
12.8303	53.5563	342.902	0	37.9811	41.1624	37.7938	41.1629
13.0626	53.5563	342.902	0	36.6562	40.9398	37.7665	40.9401
13.2949	53.5563	342.902	0	36.8268	41.0681	37.649	41.0683
13.5272	53.5563	342.902	0	36.6629	40.8452	37.5835	40.8454
13.7596	53.5563	342.902	0	35.3365	39.8789	37.3808	39.8803
13.9919	53.5563	342.902	0	35.4046	39.9485	37.155	39.9492
14.2242	53.5563	342.902	0	35.0621	39.608	36.9587	39.609
14.4565	53.5563	342.902	0	35.6487	40.058	36.5817	40.0582
14.6888	53.5563	342.902	0	33.0623	37.6875	35.7118	37.6921
14.9212	53.5563	342.902	0	0	0	0	0
15.1535	53.5563	342.902	0	0	0	0	0
15.3858	53.5563	342.902	0	0	0	0	0
15.6181	53.5563	342.902	0	0	0	0	0
15.8505	53.5563	342.902	0	0	0	0	0
16.0828	53.5563	342.902	0	0	0	0	0
16.3151	53.5563	342.902	0	0	0	0	0
16.5474	53.5563	342.902	0	0	0	0	0
16.7798	53.5563	342.902	0	0	0	0	0
17.0121	53.5563	342.902	0	0	0	0	0
-5.98262	55.4283	411.507	35.94	0	0	0	35.94
-5.7503	55.4283	411.507	36.0619	0	0	25.8922	36.0619
-5.51798	55.4283	411.507	36.1763	0	0	26.4941	36.1763
-5.28566	55.4283	411.507	36.2894	0	0	26.9777	36.2894
-5.05333	55.4283	411.507	36.4094	0	0	27.414	36.4094
-4.82101	55.4283	411.507	36.5241	0	0	27.8176	36.5241
-4.58869	55.4283	411.507	36.6374	0	0	28.188	36.6374
-4.35636	55.4283	411.507	36.7586	0	0	28.4978	36.7586
-4.12404	55.4283	411.507	36.8751	0	0	28.7885	36.8751
-3.89172	55.4283	411.507	36.9875	0	0	29.063	36.9875
-3.65939	55.4283	411.507	37.1066	0	25.032	29.3091	37.1066
-3.42707	55.4283	411.507	37.2218	0	26.2686	29.5383	37.2218
-3.19475	55.4283	411.507	37.3329	0	27.167	29.7591	37.3329
-2.96242	55.4283	411.507	37.4525	0	27.9712	29.9727	37.4525
-2.7301	55.4283	411.507	37.5715	0	28.7278	30.1621	37.5715
-2.49778	55.4283	411.507	37.685	0	29.4543	30.3513	37.685
-2.26545	55.4283	411.507	37.8042	0	30.1585	30.5401	37.8042
-2.03313	55.4283	411.507	37.9216	0	30.8421	30.7062	37.9216
-1.80081	55.4283	411.507	38.0322	0	31.5022	30.8778	38.0322
-1.56848	55.4283	411.507	38.1494	22.9373	32.1294	31.0514	38.1494
-1.33616	55.4283	411.507	38.2688	25.8662	32.7065	31.2072	38.2688
-1.10384	55.4283	411.507	38.3817	26.7521	33.2124	31.3616	38.3817
-0.871514	55.4283	411.507	38.4994	27.5215	33.6406	31.5242	38.4994
-0.639191	55.4283	411.507	38.6186	28.2474	34.0166	31.6711	38.6186
-0.406867	55.4283	411.507	38.7293	28.9512	34.3619	31.8208	38.7294
-0.174544	55.4283	411.507	38.8435	29.6403	34.6746	31.9746	38.8435
0.0577791	55.4283	411.507	38.9617	30.3161	34.9481	32.1159	38.9617
0.290102	55.4283	411.507	39.0724	30.9757	35.1867	32.2576	39.0725
0.522426	55.4283	411.507	39.1855	31.6103	35.4137	32.4058	39.1856
0.754749	55.4283	411.507	39.3028	32.2046	35.6189	32.545	39.3029
0.987072	55.4283	411.507	39.4103	32.7366	35.8079	32.6864	39.4104
1.2194	55.4283	411.507	39.5157	33.1908	35.9765	32.8314	39.5159
1.45172	55.4283	411.507	39.6243	33.5819	36.1518	32.9642	39.6245
1.68404	55.4283	411.507	39.7219	33.9376	36.3095	33.1028	39.7221
1.91636	55.4283	411.507	39.8148	34.2615	36.4476	33.2422	39.815
2.14869	55.4283	411.507	39.9116	34.5487	36.6011	33.3749	39.9118
2.38101	55.4283	411.507	39.996	34.8014	36.7344	33.5127	39.9962
2.61333	55.4283	411.507	40.0692	35.0262	36.8437	33.6519	40.0695
2.84566	55.4283	411.507	40.1433	35.2493	36.9837	33.7777	40.1436
3.07798	55.4283	411.507	40.202	35.4408	37.1195	33.9189	40.2024
3.3103	55.4283	411.507	40.2437	35.6081	37.2456	34.0528	40.2441
3.54263	55.4283	411.507	40.2908	35.7875	37.3569	34.1771	40.2913
3.77495	55.4283	411.507	40.3303	35.9498	37.4974	34.3034	40.3309
4.00727	55.4283	411.507	40.3502	36.0821	37.6073	34.4394	40.351
4.2396	55.4283	411.507	40.3734	36.2345	37.7187	34.5678	40.3744
4.47192	55.4283	411.507	40.39	36.3806	37.8734	34.6928	40.3914
4.70424	55.4283	411.507	40.3789	36.5108	37.9316	34.8237	40.3806
4.93657	55.4283	411.507	40.3681	36.6282	38.0908	34.9481	40.3705
5.16889	55.4283	411.507	40.3611	36.7582	38.165	35.0718	40.3639
5.40121	55.4283	411.507	40.3242	36.8943	38.3152	35.1979	40.3286
5.63354	55.4283	411.507	40.276	37.0056	38.4022	35.3225	40.282
5.86586	55.4283	411.507	40.2203	37.1376	38.5677	35.434	40.2302
6.09818	55.4283	411.507	40.089	37.2715	38.6521	35.5727	40.1053
6.33051	55.4283	411.507	39.8551	37.3454	38.7996	35.6867	39.893
6.56283	55.4283	411.507	39.5539	37.498	38.8965	35.8032	39.6435
6.79515	55.4283	411.507	39.1484	37.5604	39.0392	35.9154	39.4046
7.02748	55.4283	411.507	38.5212	37.7142	39.1449	36.0343	39.2507
7.2598	55.4283	411.507	37.3478	37.8374	39.2938	36.146	39.3137
7.49212	55.4283	411.507	35.136	37.9565	39.3451	36.2613	39.3628
7.72445	55.4283	411.507	31.1409	38.0531	39.5103	36.3707	39.5255
7.95677	55.4283	411.507	24.1006	38.1776	39.6202	36.4857	39.6359
8.18909	55.4283	411.507	11.8613	38.2397	39.7764	36.5857	39.7891
8.42142	55.4283	411.507	-9.25469	38.3522	39.8416	36.6976	39.8558
8.65374	55.4283	411.507	-45.5262	38.4289	39.9611	36.8097	39.974
8.88606	55.4283	411.507	-107.674	38.5676	40.0988	36.9043	40.1117
9.11839	55.4283	411.507	-214	38.6335	40.1917	37.016	40.2039
9.35071	55.4283	411.507	0	38.6905	40.3426	37.1158	40.3524
9.58303	55.4283	411.507	0	38.7551	40.3927	37.1995	40.4029
9.81535	55.4283	411.507	0	38.836	40.541	37.3006	40.5497
10.0477	55.4283	411.507	0	38.7754	40.6537	37.3987	40.6596
10.28	55.4283	411.507	0	38.9149	40.8078	37.4777	40.8135
10.5123	55.4283	411.507	0	38.8314	40.8518	37.5651	40.8562
10.7446	55.4283	411.507	0	38.9705	40.9457	37.6501	40.9505
10.977	55.4283	411.507	0	38.8756	41.0801	37.6983	41.083
11.2093	55.4283	411.507	0	38.8329	41.1073	37.8001	41.1098
11.4416	55.4283	411.507	0	38.5796	41.1895	37.8651	41.1908
11.6739	55.4283	411.507	0	38.436	41.2428	37.8738	41.2437
11.9063	55.4283	411.507	0	38.7869	41.3308	37.9689	41.3322
12.1386	55.4283	411.507	0	37.9157	41.2721	37.9359	41.2725
12.3709	55.4283	411.507	0	37.7224	41.328	38.0165	41.3283
12.6032	55.4283	411.507	0	38.0116	41.2017	37.9563	41.2022
12.8356	55.4283	411.507	0	38.0892	41.2672	37.9596	41.2677
13.0679	55.4283	411.507	0	36.7627	41.0436	37.9311	41.044
13.3002	55.4283	411.507	0	36.9325	41.1703	37.8133	41.1705
13.5325	55.4283	411.507	0	36.7677	40.9456	37.7468	40.9459
13.7648	55.4283	411.507	0	35.4397	39.9809	37.5432	39.9825
13.9972	55.4283	411.507	0	35.5074	40.0498	37.3171	40.0506
14.2295	55.4283	411.507	0	35.1642	39.7084	37.12	39.7095
14.4618	55.4283	411.507	0	35.7503	40.1564	36.7425	40.1565
14.6941	55.4283	411.507	0	33.1621	37.7864	35.8715	37.7916
14.9265	55.4283	411.507	0	0	0	0	0
15.1588	55.4283	411.507	0	0	0	0	0
15.3911	55.4283	411.507	0	0	0	0	0
15.6234	55.4283	411.507	0	0	0	0	0
15.8558	55.4283	411.507	0	0	0	0	0
16.0881	55.4283	411.507	0	0	0	0	0
16.3204	55.4283	411.507	0	0	0	0	0
16.5527	55.4283	411.507	0	0	0	0	0
16.7851	55.4283	411.507	0	0	0	0	0
17.0174	55.4283	411.507	0	0	0	0	0
-5.97824	57.3656	466.441	36.0115	0	0	0	36.0115
-5.74591	57.3656	466.441	36.1333	0	0	25.9946	36.1333
-5.51359	57.3656	466.441	36.2475	0	0	26.5965	36.2475
