log(E/eV)	z/pc	t/yr	Synchr	IC	IC - IR	SSC
15.6761	72.2081	2.08606	0	29.236	33.1631	26.8483
16.4692	72.2081	2.08606	0	21.3111	25.348	19.9338
17.2623	72.2081	2.08606	0	0	0	0
18.0554	72.2081	2.08606	0	0	0	0
-4.94454	73.9072	2.1327	36.7423	0	0	0
-4.15144	73.9072	2.1327	37.1081	0	0	22.4978
-3.35834	73.9072	2.1327	37.4267	0	0	23.7382
-2.56523	73.9072	2.1327	37.6779	0	27.1033	24.5704
-1.77213	73.9072	2.1327	37.8499	0	29.8504	25.2553
-0.979026	73.9072	2.1327	37.9697	0	31.7087	25.8421
-0.185923	73.9072	2.1327	38.0693	28.3058	32.8671	26.3637
0.60718	73.9072	2.1327	38.1314	30.7086	33.6005	26.8296
1.40028	73.9072	2.1327	38.1713	32.3477	34.1989	27.2624
2.19339	73.9072	2.1327	38.1969	33.3844	34.712	27.6527
2.98649	73.9072	2.1327	38.21	34.0769	35.1513	28.0072
3.77959	73.9072	2.1327	38.2084	34.654	35.5531	28.3076
4.5727	73.9072	2.1327	38.185	35.1411	35.9356	28.5906
5.3658	73.9072	2.1327	38.1306	35.5891	36.2801	28.7759
6.1589	73.9072	2.1327	38.0574	35.9879	36.4842	29.0204
6.95201	73.9072	2.1327	37.935	36.3462	36.7328	29.2004
7.74511	73.9072	2.1327	37.6967	36.6287	36.8137	29.3589
8.53821	73.9072	2.1327	37.2496	36.8742	36.9181	29.4826
9.33132	73.9072	2.1327	36.4013	36.9882	36.974	29.581
10.1244	73.9072	2.1327	34.5579	37.0062	37.0308	29.6265
10.9175	73.9072	2.1327	31.5959	36.9431	37.0324	29.6006
11.7106	73.9072	2.1327	26.5747	36.8435	37.07	29.5075
12.5037	73.9072	2.1327	3.44601	36.5114	36.9795	29.3801
13.2968	73.9072	2.1327	-145.697	35.4255	36.7936	29.1273
14.0899	73.9072	2.1327	0	33.7139	36.3752	28.7753
14.883	73.9072	2.1327	0	31.8095	35.4134	28.0896
15.6761	73.9072	2.1327	0	29.0529	32.98	26.4654
16.4692	73.9072	2.1327	0	21.128	25.1649	19.5524
17.2624	73.9072	2.1327	0	0	0	0
18.0555	73.9072	2.1327	0	0	0	0
-4.94448	75.6463	2.1804	36.4351	0	0	0
-4.15138	75.6463	2.1804	36.7998	0	0	21.879
-3.35828	75.6463	2.1804	37.1167	0	0	23.1191
-2.56517	75.6463	2.1804	37.3655	0	26.8049	23.951
-1.77207	75.6463	2.1804	37.5348	0	29.552	24.6354
-0.978966	75.6463	2.1804	37.6528	0	31.4102	25.2218
-0.185862	75.6463	2.1804	37.7508	28.0074	32.5685	25.7429
0.607241	75.6463	2.1804	37.8118	30.4102	33.302	26.2082
1.40034	75.6463	2.1804	37.8512	32.0492	33.9004	26.6403
2.19345	75.6463	2.1804	37.8763	33.0859	34.4134	27.0297
2.98655	75.6463	2.1804	37.8892	33.7784	34.8525	27.3829
3.77965	75.6463	2.1804	37.8872	34.3554	35.2541	27.6818
4.57276	75.6463	2.1804	37.8634	34.8424	35.636	27.9631
5.36586	75.6463	2.1804	37.8084	35.2903	35.9794	28.1467
6.15897	75.6463	2.1804	37.735	35.6888	36.1817	28.3896
6.95207	75.6463	2.1804	37.6121	36.0464	36.4285	28.5682
7.74517	75.6463	2.1804	37.3724	36.3275	36.5075	28.7254
8.53828	75.6463	2.1804	36.9235	36.5712	36.6108	28.8478
9.33138	75.6463	2.1804	36.0737	36.683	36.6662	28.945
10.1245	75.6463	2.1804	34.2248	36.6994	36.7228	28.9895
10.9176	75.6463	2.1804	31.1785	36.6355	36.7242	28.9631
11.7107	75.6463	2.1804	26.1582	36.5355	36.7618	28.8704
12.5038	75.6463	2.1804	2.46034	36.2033	36.6712	28.7435
13.2969	75.6463	2.1804	-150.217	35.1174	36.4853	28.4915
14.09	75.6463	2.1804	0	33.4057	36.067	28.14
14.8831	75.6463	2.1804	0	31.5013	35.1052	27.4554
15.6762	75.6463	2.1804	0	28.7447	32.6718	25.8324
16.4693	75.6463	2.1804	0	20.8198	24.8567	18.9209
17.2624	75.6463	2.1804	0	0	0	0
18.0555	75.6463	2.1804	0	0	0	0
-4.94442	77.4264	2.22917	0	0	0	0
-4.15132	77.4264	2.22917	0	0	0	0
-3.35822	77.4264	2.22917	0	0	0	0
-2.56511	77.4264	2.22917	0	0	0	0
-1.77201	77.4264	2.22917	0	0	0	0
-0.978906	77.4264	2.22917	0	0	18.524	0
-0.185802	77.4264	2.22917	0	0	22.2443	0
0.607301	77.4264	2.22917	0	0	25.5665	0
1.4004	77.4264	2.22917	0	19.878	28.7841	0
2.19351	77.4264	2.22917	0	23.432	31.9734	0
2.98661	77.4264	2.22917	0	26.7128	35.156	0
3.77972	77.4264	2.22917	0	29.9192	38.3375	0
4.57282	77.4264	2.22917	0	33.1079	41.5205	0
5.36592	77.4264	2.22917	0	36.3036	44.7151	0
6.15903	77.4264	2.22917	0	39.5757	47.9871	0
6.95213	77.4264	2.22917	0	43.9037	52.3152	0
7.74523	77.4264	2.22917	0	42.357	50.7686	0
8.53834	77.4264	2.22917	0	40.1156	48.5274	0
9.33144	77.4264	2.22917	0	37.7022	46.1144	0
10.1245	77.4264	2.22917	0	35.1432	43.5572	0
10.9176	77.4264	2.22917	0	32.2936	40.7151	0
11.7107	77.4264	2.22917	0	29.1525	37.6069	0
12.5039	77.4264	2.22917	0	25.7949	34.3755	0
13.297	77.4264	2.22917	0	21.8845	31.0401	0
14.0901	77.4264	2.22917	0	0	27.3952	0
14.8832	77.4264	2.22917	0	0	23.5731	0
15.6763	77.4264	2.22917	0	0	18.0602	0
16.4694	77.4264	2.22917	0	0	0	0
17.2625	77.4264	2.22917	0	0	0	0
18.0556	77.4264	2.22917	0	0	0	0
-4.94442	79.2483	2.28162	0	0	0	0
-4.15132	79.2483	2.28162	0	0	0	0
-3.35822	79.2483	2.28162	0	0	0	0
-2.56511	79.2483	2.28162	0	0	0	0
-1.77201	79.2483	2.28162	0	0	0	0
-0.978906	79.2483	2.28162	0	0	0	0
-0.185802	79.2483	2.28162	0	0	0	0
0.607301	79.2483	2.28162	0	0	0	0
1.4004	79.2483	2.28162	0	0	0	0
2.19351	79.2483	2.28162	0	0	0	0
2.98661	79.2483	2.28162	0	0	0	0
3.77972	79.2483	2.28162	0	0	0	0
4.57282	79.2483	2.28162	0	0	0	0
5.36592	79.2483	2.28162	0	0	0	0
6.15903	79.2483	2.28162	0	0	0	0
6.95213	79.2483	2.28162	0	0	0	0
7.74523	79.2483	2.28162	0	0	0	0
8.53834	79.2483	2.28162	0	0	0	0
9.33144	79.2483	2.28162	0	0	0	0
10.1245	79.2483	2.28162	0	0	0	0
10.9176	79.2483	2.28162	0	0	0	0
11.7107	79.2483	2.28162	0	0	0	0
12.5039	79.2483	2.28162	0	0	0	0
13.297	79.2483	2.28162	0	0	0	0
14.0901	79.2483	2.28162	0	0	0	0
14.8832	79.2483	2.28162	0	0	0	0
15.6763	79.2483	2.28162	0	0	0	0
16.4694	79.2483	2.28162	0	0	0	0
17.2625	79.2483	2.28162	0	0	0	0
18.0556	79.2483	2.28162	0	0	0	0
-4.94442	81.1131	2.33531	0	0	0	0
-4.15132	81.1131	2.33531	0	0	0	0
-3.35822	81.1131	2.33531	0	0	0	0
-2.56511	81.1131	2.33531	0	0	0	0
-1.77201	81.1131	2.33531	0	0	0	0
-0.978906	81.1131	2.33531	0	0	0	0
-0.185802	81.1131	2.33531	0	0	0	0
0.607301	81.1131	2.33531	0	0	0	0
1.4004	81.1131	2.33531	0	0	0	0
2.19351	81.1131	2.33531	0	0	0	0
2.98661	81.1131	2.33531	0	0	0	0
3.77972	81.1131	2.33531	0	0	0	0
4.57282	81.1131	2.33531	0	0	0	0
5.36592	81.1131	2.33531	0	0	0	0
6.15903	81.1131	2.33531	0	0	0	0
6.95213	81.1131	2.33531	0	0	0	0
7.74523	81.1131	2.33531	0	0	0	0
8.53834	81.1131	2.33531	0	0	0	0
9.33144	81.1131	2.33531	0	0	0	0
10.1245	81.1131	2.33531	0	0	0	0
10.9176	81.1131	2.33531	0	0	0	0
11.7107	81.1131	2.33531	0	0	0	0
12.5039	81.1131	2.33531	0	0	0	0
13.297	81.1131	2.33531	0	0	0	0
14.0901	81.1131	2.33531	0	0	0	0
14.8832	81.1131	2.33531	0	0	0	0
15.6763	81.1131	2.33531	0	0	0	0
16.4694	81.1131	2.33531	0	0	0	0
17.2625	81.1131	2.33531	0	0	0	0
18.0556	81.1131	2.33531	0	0	0	0
-4.94442	83.0218	2.39026	0	0	0	0
-4.15132	83.0218	2.39026	0	0	0	0
-3.35822	83.0218	2.39026	0	0	0	0
-2.56511	83.0218	2.39026	0	0	0	0
-1.77201	83.0218	2.39026	0	0	0	0
-0.978906	83.0218	2.39026	0	0	0	0
-0.185802	83.0218	2.39026	0	0	0	0
0.607301	83.0218	2.39026	0	0	0	0
1.4004	83.0218	2.39026	0	0	0	0
2.19351	83.0218	2.39026	0	0	0	0
2.98661	83.0218	2.39026	0	0	0	0
3.77972	83.0218	2.39026	0	0	0	0
4.57282	83.0218	2.39026	0	0	0	0
5.36592	83.0218	2.39026	0	0	0	0
6.15903	83.0218	2.39026	0	0	0	0
6.95213	83.0218	2.39026	0	0	0	0
7.74523	83.0218	2.39026	0	0	0	0
8.53834	83.0218	2.39026	0	0	0	0
9.33144	83.0218	2.39026	0	0	0	0
10.1245	83.0218	2.39026	0	0	0	0
10.9176	83.0218	2.39026	0	0	0	0
11.7107	83.0218	2.39026	0	0	0	0
12.5039	83.0218	2.39026	0	0	0	0
13.297	83.0218	2.39026	0	0	0	0
14.0901	83.0218	2.39026	0	0	0	0
14.8832	83.0218	2.39026	0	0	0	0
15.6763	83.0218	2.39026	0	0	0	0
16.4694	83.0218	2.39026	0	0	0	0
17.2625	83.0218	2.39026	0	0	0	0
18.0556	83.0218	2.39026	0	0	0	0
-4.94442	84.9753	2.44651	0	0	0	0
-4.15132	84.9753	2.44651	0	0	0	0
-3.35822	84.9753	2.44651	0	0	0	0
-2.56511	84.9753	2.44651	0	0	0	0
-1.77201	84.9753	2.44651	0	0	0	0
-0.978906	84.9753	2.44651	0	0	0	0
-0.185802	84.9753	2.44651	0	0	0	0
0.607301	84.9753	2.44651	0	0	0	0
1.4004	84.9753	2.44651	0	0	0	0
2.19351	84.9753	2.44651	0	0	0	0
2.98661	84.9753	2.44651	0	0	0	0
3.77972	84.9753	2.44651	0	0	0	0
4.57282	84.9753	2.44651	0	0	0	0
5.36592	84.9753	2.44651	0	0	0	0
6.15903	84.9753	2.44651	0	0	0	0
6.95213	84.9753	2.44651	0	0	0	0
7.74523	84.9753	2.44651	0	0	0	0
8.53834	84.9753	2.44651	0	0	0	0
9.33144	84.9753	2.44651	0	0	0	0
10.1245	84.9753	2.44651	0	0	0	0
10.9176	84.9753	2.44651	0	0	0	0
11.7107	84.9753	2.44651	0	0	0	0
12.5039	84.9753	2.44651	0	0	0	0
13.297	84.9753	2.44651	0	0	0	0
14.0901	84.9753	2.44651	0	0	0	0
14.8832	84.9753	2.44651	0	0	0	0
15.6763	84.9753	2.44651	0	0	0	0
16.4694	84.9753	2.44651	0	0	0	0
17.2625	84.9753	2.44651	0	0	0	0
18.0556	84.9753	2.44651	0	0	0	0
-4.94442	86.9749	2.50408	0	0	0	0
-4.15132	86.9749	2.50408	0	0	0	0
-3.35822	86.9749	2.50408	0	0	0	0
-2.56511	86.9749	2.50408	0	0	0	0
-1.77201	86.9749	2.50408	0	0	0	0
-0.978906	86.9749	2.50408	0	0	0	0
-0.185802	86.9749	2.50408	0	0	0	0
0.607301	86.9749	2.50408	0	0	0	0
1.4004	86.9749	2.50408	0	0	0	0
2.19351	86.9749	2.50408	0	0	0	0
2.98661	86.9749	2.50408	0	0	0	0
3.77972	86.9749	2.50408	0	0	0	0
4.57282	86.9749	2.50408	0	0	0	0
5.36592	86.9749	2.50408	0	0	0	0
6.15903	86.9749	2.50408	0	0	0	0
6.95213	86.9749	2.50408	0	0	0	0
7.74523	86.9749	2.50408	0	0	0	0
8.53834	86.9749	2.50408	0	0	0	0
9.33144	86.9749	2.50408	0	0	0	0
10.1245	86.9749	2.50408	0	0	0	0
10.9176	86.9749	2.50408	0	0	0	0
11.7107	86.9749	2.50408	0	0	0	0
12.5039	86.9749	2.50408	0	0	0	0
13.297	86.9749	2.50408	0	0	0	0
14.0901	86.9749	2.50408	0	0	0	0
14.8832	86.9749	2.50408	0	0	0	0
15.6763	86.9749	2.50408	0	0	0	0
16.4694	86.9749	2.50408	0	0	0	0
17.2625	86.9749	2.50408	0	0	0	0
18.0556	86.9749	2.50408	0	0	0	0
-4.94442	89.0215	2.563	0	0	0	0
-4.15132	89.0215	2.563	0	0	0	0
-3.35822	89.0215	2.563	0	0	0	0
-2.56511	89.0215	2.563	0	0	0	0
-1.77201	89.0215	2.563	0	0	0	0
-0.978906	89.0215	2.563	0	0	0	0
-0.185802	89.0215	2.563	0	0	0	0
0.607301	89.0215	2.563	0	0	0	0
1.4004	89.0215	2.563	0	0	0	0
2.19351	89.0215	2.563	0	0	0	0
2.98661	89.0215	2.563	0	0	0	0
3.77972	89.0215	2.563	0	0	0	0
4.57282	89.0215	2.563	0	0	0	0
5.36592	89.0215	2.563	0	0	0	0
6.15903	89.0215	2.563	0	0	0	0
6.95213	89.0215	2.563	0	0	0	0
7.74523	89.0215	2.563	0	0	0	0
8.53834	89.0215	2.563	0	0	0	0
9.33144	89.0215	2.563	0	0	0	0
10.1245	89.0215	2.563	0	0	0	0
10.9176	89.0215	2.563	0	0	0	0
11.7107	89.0215	2.563	0	0	0	0
12.5039	89.0215	2.563	0	0	0	0
13.297	89.0215	2.563	0	0	0	0
14.0901	89.0215	2.563	0	0	0	0
14.8832	89.0215	2.563	0	0	0	0
15.6763	89.0215	2.563	0	0	0	0
16.4694	89.0215	2.563	0	0	0	0
17.2625	89.0215	2.563	0	0	0	0
18.0556	89.0215	2.563	0	0	0	0
-4.94442	91.1163	2.62331	0	0	0	0
-4.15132	91.1163	2.62331	0	0	0	0
-3.35822	91.1163	2.62331	0	0	0	0
-2.56511	91.1163	2.62331	0	0	0	0
-1.77201	91.1163	2.62331	0	0	0	0
-0.978906	91.1163	2.62331	0	0	0	0
-0.185802	91.1163	2.62331	0	0	0	0
0.607301	91.1163	2.62331	0	0	0	0
1.4004	91.1163	2.62331	0	0	0	0
2.19351	91.1163	2.62331	0	0	0	0
2.98661	91.1163	2.62331	0	0	0	0
3.77972	91.1163	2.62331	0	0	0	0
4.57282	91.1163	2.62331	0	0	0	0
5.36592	91.1163	2.62331	0	0	0	0
6.15903	91.1163	2.62331	0	0	0	0
6.95213	91.1163	2.62331	0	0	0	0
7.74523	91.1163	2.62331	0	0	0	0
8.53834	91.1163	2.62331	0	0	0	0
9.33144	91.1163	2.62331	0	0	0	0
10.1245	91.1163	2.62331	0	0	0	0
10.9176	91.1163	2.62331	0	0	0	0
11.7107	91.1163	2.62331	0	0	0	0
12.5039	91.1163	2.62331	0	0	0	0
13.297	91.1163	2.62331	0	0	0	0
14.0901	91.1163	2.62331	0	0	0	0
14.8832	91.1163	2.62331	0	0	0	0
15.6763	91.1163	2.62331	0	0	0	0
16.4694	91.1163	2.62331	0	0	0	0
17.2625	91.1163	2.62331	0	0	0	0
18.0556	91.1163	2.62331	0	0	0	0
-4.94442	93.2603	2.68504	0	0	0	0
-4.15132	93.2603	2.68504	0	0	0	0
-3.35822	93.2603	2.68504	0	0	0	0
-2.56511	93.2603	2.68504	0	0	0	0
-1.77201	93.2603	2.68504	0	0	0	0
-0.978906	93.2603	2.68504	0	0	0	0
-0.185802	93.2603	2.68504	0	0	0	0
0.607301	93.2603	2.68504	0	0	0	0
1.4004	93.2603	2.68504	0	0	0	0
2.19351	93.2603	2.68504	0	0	0	0
2.98661	93.2603	2.68504	0	0	0	0
3.77972	93.2603	2.68504	0	0	0	0
4.57282	93.2603	2.68504	0	0	0	0
5.36592	93.2603	2.68504	0	0	0	0
6.15903	93.2603	2.68504	0	0	0	0
6.95213	93.2603	2.68504	0	0	0	0
7.74523	93.2603	2.68504	0	0	0	0
8.53834	93.2603	2.68504	0	0	0	0
9.33144	93.2603	2.68504	0	0	0	0
10.1245	93.2603	2.68504	0	0	0	0
10.9176	93.2603	2.68504	0	0	0	0
11.7107	93.2603	2.68504	0	0	0	0
12.5039	93.2603	2.68504	0	0	0	0
13.297	93.2603	2.68504	0	0	0	0
14.0901	93.2603	2.68504	0	0	0	0
14.8832	93.2603	2.68504	0	0	0	0
15.6763	93.2603	2.68504	0	0	0	0
16.4694	93.2603	2.68504	0	0	0	0
17.2625	93.2603	2.68504	0	0	0	0
18.0556	93.2603	2.68504	0	0	0	0
-4.94442	95.4548	2.74822	0	0	0	0
-4.15132	95.4548	2.74822	0	0	0	0
-3.35822	95.4548	2.74822	0	0	0	0
-2.56511	95.4548	2.74822	0	0	0	0
-1.77201	95.4548	2.74822	0	0	0	0
-0.978906	95.4548	2.74822	0	0	0	0
-0.185802	95.4548	2.74822	0	0	0	0
0.607301	95.4548	2.74822	0	0	0	0
1.4004	95.4548	2.74822	0	0	0	0
2.19351	95.4548	2.74822	0	0	0	0
2.98661	95.4548	2.74822	0	0	0	0
3.77972	95.4548	2.74822	0	0	0	0
4.57282	95.4548	2.74822	0	0	0	0
5.36592	95.4548	2.74822	0	0	0	0
6.15903	95.4548	2.74822	0	0	0	0
6.95213	95.4548	2.74822	0	0	0	0
7.74523	95.4548	2.74822	0	0	0	0
8.53834	95.4548	2.74822	0	0	0	0
9.33144	95.4548	2.74822	0	0	0	0
10.1245	95.4548	2.74822	0	0	0	0
10.9176	95.4548	2.74822	0	0	0	0
11.7107	95.4548	2.74822	0	0	0	0
12.5039	95.4548	2.74822	0	0	0	0
13.297	95.4548	2.74822	0	0	0	0
14.0901	95.4548	2.74822	0	0	0	0
14.8832	95.4548	2.74822	0	0	0	0
15.6763	95.4548	2.74822	0	0	0	0
16.4694	95.4548	2.74822	0	0	0	0
17.2625	95.4548	2.74822	0	0	0	0
18.0556	95.4548	2.74822	0	0	0	0
-4.94442	97.701	2.81289	0	0	0	0
-4.15132	97.701	2.81289	0	0	0	0
-3.35822	97.701	2.81289	0	0	0	0
-2.56511	97.701	2.81289	0	0	0	0
-1.77201	97.701	2.81289	0	0	0	0
-0.978906	97.701	2.81289	0	0	0	0
-0.185802	97.701	2.81289	0	0	0	0
0.607301	97.701	2.81289	0	0	0	0
1.4004	97.701	2.81289	0	0	0	0
2.19351	97.701	2.81289	0	0	0	0
2.98661	97.701	2.81289	0	0	0	0
3.77972	97.701	2.81289	0	0	0	0
4.57282	97.701	2.81289	0	0	0	0
5.36592	97.701	2.81289	0	0	0	0
6.15903	97.701	2.81289	0	0	0	0
6.95213	97.701	2.81289	0	0	0	0
7.74523	97.701	2.81289	0	0	0	0
8.53834	97.701	2.81289	0	0	0	0
9.33144	97.701	2.81289	0	0	0	0
10.1245	97.701	2.81289	0	0	0	0
10.9176	97.701	2.81289	0	0	0	0
11.7107	97.701	2.81289	0	0	0	0
12.5039	97.701	2.81289	0	0	0	0
13.297	97.701	2.81289	0	0	0	0
14.0901	97.701	2.81289	0	0	0	0
14.8832	97.701	2.81289	0	0	0	0
15.6763	97.701	2.81289	0	0	0	0
16.4694	97.701	2.81289	0	0	0	0
17.2625	97.701	2.81289	0	0	0	0
18.0556	97.701	2.81289	0	0	0	0
-4.94442	100	2.87908	0	0	0	0
-4.15132	100	2.87908	0	0	0	0
-3.35822	100	2.87908	0	0	0	0
-2.56511	100	2.87908	0	0	0	0
-1.77201	100	2.87908	0	0	0	0
-0.978906	100	2.87908	0	0	0	0
-0.185802	100	2.87908	0	0	0	0
0.607301	100	2.87908	0	0	0	0
1.4004	100	2.87908	0	0	0	0
2.19351	100	2.87908	0	0	0	0
2.98661	100	2.87908	0	0	0	0
3.77972	100	2.87908	0	0	0	0
4.57282	100	2.87908	0	0	0	0
5.36592	100	2.87908	0	0	0	0
6.15903	100	2.87908	0	0	0	0
6.95213	100	2.87908	0	0	0	0
7.74523	100	2.87908	0	0	0	0
8.53834	100	2.87908	0	0	0	0
9.33144	100	2.87908	0	0	0	0
10.1245	100	2.87908	0	0	0	0
10.9176	100	2.87908	0	0	0	0
11.7107	100	2.87908	0	0	0	0
12.5039	100	2.87908	0	0	0	0
13.297	100	2.87908	0	0	0	0
14.0901	100	2.87908	0	0	0	0
14.8832	100	2.87908	0	0	0	0
15.6763	100	2.87908	0	0	0	0
16.4694	100	2.87908	0	0	0	0
17.2625	100	2.87908	0	0	0	0
18.0556	100	2.87908	0	0	0	0
