log(E/eV)	z/pc	t/yr	Synchr	IC	IC-Aux	SSC
-5.83275	10	32.7213	37.2488	0	0	0
-5.03964	10	32.7213	37.6602	0	0	27.5246
-4.24654	10	32.7213	38.0496	0	0	28.9068
-3.45344	10	32.7213	38.4239	0	23.687	29.9919
-2.66033	10	32.7213	38.7921	0	26.6815	30.8442
-1.86723	10	32.7213	39.1779	0	29.0616	31.5357
-1.07413	10	32.7213	39.5921	25.1045	31.0316	32.1356
-0.281024	10	32.7213	40.0023	27.6646	32.38	32.6722
0.512079	10	32.7213	40.3996	29.933	33.4314	33.1799
1.30518	10	32.7213	40.762	31.716	34.2214	33.6615
2.09829	10	32.7213	41.0546	32.9777	34.8148	34.1301
2.89139	10	32.7213	41.2519	33.9592	35.3013	34.583
3.68449	10	32.7213	41.354	34.698	35.7356	35.0354
4.4776	10	32.7213	41.3759	35.2654	36.1451	35.464
5.2707	10	32.7213	41.342	35.7356	36.5474	35.9092
6.0638	10	32.7213	41.2828	36.1578	36.9495	36.3275
6.85691	10	32.7213	41.1665	36.5632	37.319	36.7289
7.65001	10	32.7213	40.9271	36.9398	37.6892	37.0992
8.44311	10	32.7213	40.4798	37.2733	38.1576	37.4355
9.23622	10	32.7213	39.6914	37.5443	38.5565	37.7486
10.0293	10	32.7213	38.4486	37.8096	38.8931	38.023
10.8224	10	32.7213	35.3239	37.9644	39.2475	38.2094
11.6155	10	32.7213	26.0302	37.5644	39.2953	38.2654
12.4086	10	32.7213	-37.1787	36.482	39.21	38.029
13.2017	10	32.7213	0	34.8002	38.4135	37.6225
13.9948	10	32.7213	0	33.0005	36.9218	36.9392
14.7879	10	32.7213	0	30.6925	34.706	35.6423
15.581	10	32.7213	0	25.4904	29.5408	31.3441
16.3741	10	32.7213	0	0	0	0
17.1673	10	32.7213	0	0	0	0
-5.54945	10.8264	35.4253	37.9612	0	0	0
-4.75634	10.8264	35.4253	38.3695	0	0	28.0121
-3.96324	10.8264	35.4253	38.7573	0	0	29.344
-3.17014	10.8264	35.4253	39.1303	0	25.6462	30.355
-2.37703	10.8264	35.4253	39.4971	0	28.5404	31.1641
-1.58393	10.8264	35.4253	39.8787	0	30.8198	31.8342
-0.790826	10.8264	35.4253	40.2763	26.9499	32.5116	32.4225
0.00227706	10.8264	35.4253	40.6394	29.4798	33.681	32.9526
0.795381	10.8264	35.4253	40.9388	31.6352	34.5603	33.4549
1.58848	10.8264	35.4253	41.1534	33.1415	35.2501	33.9311
2.38159	10.8264	35.4253	41.2846	34.2262	35.7821	34.3912
3.17469	10.8264	35.4253	41.3495	35.0504	36.2453	34.831
3.96779	10.8264	35.4253	41.3657	35.6895	36.6831	35.2669
4.7609	10.8264	35.4253	41.3415	36.2204	37.0688	35.6666
5.554	10.8264	35.4253	41.287	36.6733	37.4588	36.085
6.3471	10.8264	35.4253	41.2184	37.0858	37.848	36.4683
7.14021	10.8264	35.4253	41.0944	37.471	38.2129	36.8309
7.93331	10.8264	35.4253	40.8452	37.8721	38.5948	37.1673
8.72641	10.8264	35.4253	40.3795	38.1962	39.0339	37.48
9.51952	10.8264	35.4253	39.5477	38.4686	39.3245	37.7601
10.3126	10.8264	35.4253	38.2593	38.7206	39.5448	37.9771
11.1057	10.8264	35.4253	35.1351	38.867	39.6305	38.041
11.8988	10.8264	35.4253	24.9875	38.407	39.5928	37.9282
12.6919	10.8264	35.4253	-43.5322	37.125	39.4355	37.5668
13.485	10.8264	35.4253	0	35.3725	38.7176	37.131
14.2781	10.8264	35.4253	0	33.5595	37.421	36.4434
15.0712	10.8264	35.4253	0	31.2459	35.262	35.1464
15.8643	10.8264	35.4253	0	26.0478	30.1124	30.8487
16.6574	10.8264	35.4253	0	0	0	0
17.4506	10.8264	35.4253	0	0	0	0
-5.54719	11.721	38.3527	37.9218	0	0	0
-4.75409	11.721	38.3527	38.3293	0	0	27.8942
-3.96098	11.721	38.3527	38.7164	0	0	29.2282
-3.16788	11.721	38.3527	39.089	0	25.6521	30.2426
-2.37478	11.721	38.3527	39.4558	0	28.546	31.0537
-1.58167	11.721	38.3527	39.8378	0	30.8247	31.7247
-0.78857	11.721	38.3527	40.2344	26.9552	32.5153	32.3133
0.00453314	11.721	38.3527	40.5945	29.4852	33.6867	32.8435
0.797637	11.721	38.3527	40.8888	31.6397	34.569	33.3459
1.59074	11.721	38.3527	41.0974	33.1455	35.2603	33.822
2.38384	11.721	38.3527	41.2235	34.2329	35.7929	34.2819
3.17695	11.721	38.3527	41.2849	35.0595	36.2562	34.7213
3.97005	11.721	38.3527	41.2992	35.6996	36.6942	35.1568
4.76315	11.721	38.3527	41.2741	36.231	37.08	35.5556
5.55626	11.721	38.3527	41.2204	36.6841	37.4698	35.9734
6.34936	11.721	38.3527	41.1506	37.0966	37.859	36.3559
7.14246	11.721	38.3527	41.0224	37.4817	38.2238	36.7178
7.93557	11.721	38.3527	40.7653	37.883	38.6057	37.0535
8.72867	11.721	38.3527	40.283	38.2072	39.0438	37.3658
9.52177	11.721	38.3527	39.4057	38.4795	39.3322	37.6453
10.3149	11.721	38.3527	38.0573	38.7313	39.5503	37.8613
11.108	11.721	38.3527	34.9338	38.8757	39.6332	37.9233
11.9011	11.721	38.3527	23.8609	38.4136	39.5943	37.809
12.6942	11.721	38.3527	-50.4084	37.1294	39.4357	37.4473
13.4873	11.721	38.3527	0	35.3764	38.7191	37.0119
14.2804	11.721	38.3527	0	33.5632	37.4244	36.3242
15.0735	11.721	38.3527	0	31.2497	35.2658	35.0272
15.8666	11.721	38.3527	0	26.0517	30.1162	30.7298
16.6597	11.721	38.3527	0	0	0	0
17.4528	11.721	38.3527	0	0	0	0
-5.54495	12.6896	41.5221	37.8818	0	0	0
-4.75184	12.6896	41.5221	38.2885	0	0	27.7757
-3.95874	12.6896	41.5221	38.675	0	0	29.1118
-3.16564	12.6896	41.5221	39.0471	0	25.6578	30.1296
-2.37253	12.6896	41.5221	39.414	0	28.5514	30.9425
-1.57943	12.6896	41.5221	39.7966	0	30.8295	31.6144
-0.786326	12.6896	41.5221	40.192	26.9604	32.5187	32.2034
0.00677756	12.6896	41.5221	40.549	29.4904	33.6923	32.7337
0.799881	12.6896	41.5221	40.8381	31.6441	34.5775	33.2362
1.59298	12.6896	41.5221	41.0408	33.1492	35.2702	33.7122
2.38609	12.6896	41.5221	41.1619	34.2394	35.8032	34.1719
3.17919	12.6896	41.5221	41.2202	35.0683	36.2668	34.6109
3.97229	12.6896	41.5221	41.2328	35.7093	36.7049	35.0459
4.7654	12.6896	41.5221	41.2069	36.2411	37.0908	35.4439
5.5585	12.6896	41.5221	41.1544	36.6945	37.4805	35.8611
6.35161	12.6896	41.5221	41.0839	37.1071	37.8696	36.2429
7.14471	12.6896	41.5221	40.9518	37.4921	38.2342	36.604
7.93781	12.6896	41.5221	40.6878	37.8935	38.6162	36.939
8.73092	12.6896	41.5221	40.1904	38.2177	39.0533	37.251
9.52402	12.6896	41.5221	39.2677	38.4901	39.3396	37.5298
10.3171	12.6896	41.5221	37.8413	38.7415	39.5553	37.7448
11.1102	12.6896	41.5221	34.718	38.884	39.6357	37.805
11.9033	12.6896	41.5221	22.6432	38.42	39.5956	37.6892
12.6964	12.6896	41.5221	-57.8509	37.1336	39.4358	37.3275
13.4895	12.6896	41.5221	0	35.38	38.7206	36.8923
14.2826	12.6896	41.5221	0	33.5668	37.4276	36.2046
15.0757	12.6896	41.5221	0	31.2534	35.2694	34.9076
15.8688	12.6896	41.5221	0	26.0555	30.1198	30.6104
16.6619	12.6896	41.5221	0	0	0	0
17.4551	12.6896	41.5221	0	0	0	0
-5.54271	13.7382	44.9533	37.841	0	0	0
-4.74961	13.7382	44.9533	38.247	0	0	27.6565
-3.95651	13.7382	44.9533	38.633	0	0	28.9946
-3.1634	13.7382	44.9533	39.0047	0	25.6633	30.0157
-2.3703	13.7382	44.9533	39.3718	0	28.5566	30.8305
-1.5772	13.7382	44.9533	39.755	0	30.8341	31.5032
-0.784093	13.7382	44.9533	40.1491	26.9654	32.5221	32.0926
0.00901044	13.7382	44.9533	40.5028	29.4954	33.6976	32.6231
0.802114	13.7382	44.9533	40.7867	31.6482	34.5856	33.1256
1.59522	13.7382	44.9533	40.9836	33.1529	35.2797	33.6016
2.38832	13.7382	44.9533	41.0998	34.2457	35.8132	34.0611
3.18142	13.7382	44.9533	41.1551	35.0768	36.2769	34.4997
3.97453	13.7382	44.9533	41.1661	35.7187	36.7152	34.9343
4.76763	13.7382	44.9533	41.1396	36.2509	37.1013	35.3314
5.56073	13.7382	44.9533	41.0888	36.7044	37.4907	35.748
6.35384	13.7382	44.9533	41.0178	37.1171	37.8798	36.1291
7.14694	13.7382	44.9533	40.8822	37.502	38.2443	36.4894
7.94004	13.7382	44.9533	40.612	37.9035	38.6263	36.8239
8.73315	13.7382	44.9533	40.1016	38.2278	39.0624	37.1355
9.52625	13.7382	44.9533	39.1363	38.5003	39.3465	37.4137
10.3194	13.7382	44.9533	37.6103	38.7513	39.56	37.6276
11.1125	13.7382	44.9533	34.4866	38.8918	39.6379	37.686
11.9056	13.7382	44.9533	21.3267	38.426	39.5967	37.5688
12.6987	13.7382	44.9533	-65.9065	37.1376	39.4357	37.2072
13.4918	13.7382	44.9533	0	35.3835	38.7219	36.7724
14.2849	13.7382	44.9533	0	33.5703	37.4308	36.0845
15.078	13.7382	44.9533	0	31.2569	35.2728	34.7874
15.8711	13.7382	44.9533	0	26.0591	30.1233	30.4903
16.6642	13.7382	44.9533	0	0	0	0
17.4573	13.7382	44.9533	0	0	0	0
-5.54049	14.8735	48.6681	37.7996	0	0	0
-4.74739	14.8735	48.6681	38.2048	0	0	27.5367
-3.95429	14.8735	48.6681	38.5903	0	0	28.8768
-3.16118	14.8735	48.6681	38.9617	0	25.6686	29.9011
-2.36808	14.8735	48.6681	39.3292	0	28.5616	30.7177
-1.57497	14.8735	48.6681	39.7131	0	30.8384	31.3912
-0.781872	14.8735	48.6681	40.1056	26.9702	32.5252	31.9809
0.0112319	14.8735	48.6681	40.4559	29.5002	33.7027	32.5116
0.804335	14.8735	48.6681	40.7345	31.6522	34.5934	33.0143
1.59744	14.8735	48.6681	40.9256	33.1563	35.2888	33.4902
2.39054	14.8735	48.6681	41.0372	34.2517	35.8227	33.9495
3.18365	14.8735	48.6681	41.0896	35.085	36.2867	34.3877
3.97675	14.8735	48.6681	41.0992	35.7277	36.7251	34.822
4.76985	14.8735	48.6681	41.0722	36.2602	37.1112	35.2181
5.56296	14.8735	48.6681	41.023	36.714	37.5004	35.6342
6.35606	14.8735	48.6681	40.9518	37.1267	37.8896	36.0145
7.14916	14.8735	48.6681	40.813	37.5114	38.2539	36.3742
7.94227	14.8735	48.6681	40.5373	37.9132	38.6359	36.708
8.73537	14.8735	48.6681	40.016	38.2375	39.071	37.0193
9.52847	14.8735	48.6681	39.0131	38.51	39.353	37.2968
10.3216	14.8735	48.6681	37.3639	38.7607	39.5644	37.5096
11.1147	14.8735	48.6681	34.238	38.8992	39.6399	37.5663
11.9078	14.8735	48.6681	19.9034	38.4317	39.5975	37.4479
12.7009	14.8735	48.6681	-74.6259	37.1414	39.4354	37.0864
13.494	14.8735	48.6681	0	35.3869	38.723	36.652
14.2871	14.8735	48.6681	0	33.5736	37.4337	35.9639
15.0802	14.8735	48.6681	0	31.2603	35.2761	34.6667
15.8733	14.8735	48.6681	0	26.0626	30.1266	30.3697
16.6664	14.8735	48.6681	0	0	0	0
17.4595	14.8735	48.6681	0	0	0	0
-5.53828	16.1026	52.6899	37.7574	0	0	0
-4.74518	16.1026	52.6899	38.162	0	0	27.4162
-3.95208	16.1026	52.6899	38.547	0	0	28.7583
-3.15897	16.1026	52.6899	38.918	0	25.6737	29.7858
-2.36587	16.1026	52.6899	39.286	0	28.5665	30.6041
-1.57276	16.1026	52.6899	39.6708	0	30.8426	31.2783
-0.779661	16.1026	52.6899	40.0617	26.9748	32.5281	31.8685
0.0134421	16.1026	52.6899	40.4084	29.5049	33.7076	32.3994
0.806546	16.1026	52.6899	40.6816	31.656	34.6008	32.9021
1.59965	16.1026	52.6899	40.867	33.1595	35.2975	33.378
2.39275	16.1026	52.6899	40.974	34.2574	35.8318	33.8372
3.18586	16.1026	52.6899	41.0237	35.0927	36.2959	34.275
3.97896	16.1026	52.6899	41.0317	35.7362	36.7345	34.7089
4.77206	16.1026	52.6899	41.0041	36.2691	37.1208	35.1041
5.56517	16.1026	52.6899	40.9566	36.7231	37.5098	35.5197
6.35827	16.1026	52.6899	40.8853	37.1359	37.899	35.8993
7.15137	16.1026	52.6899	40.7436	37.5205	38.2631	36.2582
7.94448	16.1026	52.6899	40.4629	37.9224	38.6451	36.5915
8.73758	16.1026	52.6899	39.9326	38.2467	39.0791	36.9023
9.53068	16.1026	52.6899	38.899	38.5193	39.3591	37.1792
10.3238	16.1026	52.6899	37.1019	38.7696	39.5684	37.391
11.1169	16.1026	52.6899	33.9708	38.9062	39.6416	37.446
11.91	16.1026	52.6899	18.3643	38.437	39.5982	37.3264
12.7031	16.1026	52.6899	-84.064	37.145	39.4349	36.9651
13.4962	16.1026	52.6899	0	35.39	38.724	36.5312
14.2893	16.1026	52.6899	0	33.5767	37.4364	35.8429
15.0824	16.1026	52.6899	0	31.2634	35.2791	34.5454
15.8755	16.1026	52.6899	0	26.0658	30.1297	30.2486
16.6686	16.1026	52.6899	0	0	0	0
17.4617	16.1026	52.6899	0	0	0	0
-5.53608	17.4333	57.044	37.7147	0	0	0
-4.74298	17.4333	57.044	38.1185	0	0	27.2952
-3.94988	17.4333	57.044	38.503	0	0	28.6393
-3.15677	17.4333	57.044	38.8738	0	25.6786	29.6697
-2.36367	17.4333	57.044	39.2425	0	28.5711	30.4898
-1.57057	17.4333	57.044	39.6281	0	30.8466	31.1647
-0.777462	17.4333	57.044	40.0172	26.9791	32.5308	31.7553
0.015641	17.4333	57.044	40.3602	29.5093	33.7122	32.2864
0.808744	17.4333	57.044	40.628	31.6596	34.6079	32.7892
1.60185	17.4333	57.044	40.8077	33.1625	35.3057	33.2651
2.39495	17.4333	57.044	40.9103	34.2628	35.8404	33.7241
3.18805	17.4333	57.044	40.9572	35.1001	36.3047	34.1615
3.98116	17.4333	57.044	40.9637	35.7443	36.7435	34.5951
4.77426	17.4333	57.044	40.9354	36.2776	37.1298	34.9894
5.56737	17.4333	57.044	40.8895	36.7317	37.5186	35.4044
6.36047	17.4333	57.044	40.818	37.1445	37.9078	35.7833
7.15357	17.4333	57.044	40.6734	37.529	38.2718	36.1415
7.94668	17.4333	57.044	40.3883	37.9311	38.6538	36.4742
8.73978	17.4333	57.044	39.8503	38.2554	39.0868	36.7847
9.53288	17.4333	57.044	38.793	38.5281	39.3647	37.0609
10.326	17.4333	57.044	36.8253	38.778	39.5719	37.2716
11.1191	17.4333	57.044	33.6835	38.9127	39.6429	37.325
11.9122	17.4333	57.044	16.6999	38.4419	39.5985	37.2043
12.7053	17.4333	57.044	-94.2801	37.1483	39.4341	36.8434
13.4984	17.4333	57.044	0	35.3929	38.7247	36.4099
14.2915	17.4333	57.044	0	33.5795	37.4389	35.7214
15.0846	17.4333	57.044	0	31.2663	35.2819	34.4237
15.8777	17.4333	57.044	0	26.0688	30.1325	30.1268
16.6708	17.4333	57.044	0	0	0	0
17.4639	17.4333	57.044	0	0	0	0
-5.5339	18.8739	61.7579	37.6714	0	0	0
-4.74079	18.8739	61.7579	38.0744	0	0	27.1737
-3.94769	18.8739	61.7579	38.4584	0	0	28.5197
-3.15458	18.8739	61.7579	38.8291	0	25.6833	29.5531
-2.36148	18.8739	61.7579	39.1985	0	28.5755	30.3747
-1.56838	18.8739	61.7579	39.585	0	30.8503	31.0504
-0.775275	18.8739	61.7579	39.9722	26.9833	32.5333	31.6413
0.0178289	18.8739	61.7579	40.3113	29.5135	33.7164	32.1726
0.810932	18.8739	61.7579	40.5736	31.6629	34.6145	32.6756
1.60404	18.8739	61.7579	40.7477	33.1653	35.3135	33.1515
2.39714	18.8739	61.7579	40.846	34.2679	35.8486	33.6103
3.19024	18.8739	61.7579	40.8902	35.107	36.313	34.0473
3.98335	18.8739	61.7579	40.895	35.752	36.7519	34.4806
4.77645	18.8739	61.7579	40.8659	36.2855	37.1384	34.874
5.56955	18.8739	61.7579	40.8212	36.7398	37.527	35.2884
6.36266	18.8739	61.7579	40.7494	37.1527	37.9162	35.6667
7.15576	18.8739	61.7579	40.6021	37.537	38.28	36.0242
7.94886	18.8739	61.7579	40.3125	37.9392	38.662	36.3563
8.74197	18.8739	61.7579	39.768	38.2637	39.0939	36.6665
9.53507	18.8739	61.7579	38.6936	38.5363	39.3697	36.9419
10.3282	18.8739	61.7579	36.5367	38.786	39.575	37.1516
11.1213	18.8739	61.7579	33.3743	38.9186	39.6438	37.2033
11.9144	18.8739	61.7579	14.9	38.4465	39.5985	37.0817
12.7075	18.8739	61.7579	-105.338	37.1512	39.433	36.7212
13.5006	18.8739	61.7579	0	35.3954	38.7251	36.2882
14.2937	18.8739	61.7579	0	33.582	37.4411	35.5994
15.0868	18.8739	61.7579	0	31.269	35.2844	34.3014
15.8799	18.8739	61.7579	0	26.0716	30.1351	30.0045
16.673	18.8739	61.7579	0	0	0	0
17.4661	18.8739	61.7579	0	0	0	0
-5.53172	20.4336	66.8614	37.6276	0	0	0
-4.73861	20.4336	66.8614	38.0298	0	0	27.0519
-3.94551	20.4336	66.8614	38.4134	0	0	28.3996
-3.15241	20.4336	66.8614	38.7839	0	25.6876	29.4359
-2.3593	20.4336	66.8614	39.1541	0	28.5796	30.2591
-1.5662	20.4336	66.8614	39.5416	0	30.8538	30.9355
-0.773098	20.4336	66.8614	39.9268	26.9872	32.5355	31.5267
0.0200058	20.4336	66.8614	40.2618	29.5174	33.7204	32.0582
0.813109	20.4336	66.8614	40.5186	31.6659	34.6206	32.5614
1.60621	20.4336	66.8614	40.6871	33.1678	35.3207	33.0373
2.39932	20.4336	66.8614	40.7812	34.2726	35.8562	33.4959
3.19242	20.4336	66.8614	40.8226	35.1135	36.3207	33.9326
3.98552	20.4336	66.8614	40.8257	35.7591	36.7598	34.3654
4.77863	20.4336	66.8614	40.7954	36.2929	37.1463	34.758
5.57173	20.4336	66.8614	40.7517	36.7473	37.5347	35.1719
6.36483	20.4336	66.8614	40.6794	37.1603	37.924	35.5494
7.15794	20.4336	66.8614	40.5291	37.5445	38.2876	35.9063
7.95104	20.4336	66.8614	40.2351	37.9469	38.6696	36.2378
8.74414	20.4336	66.8614	39.6846	38.2713	39.1004	36.5476
9.53725	20.4336	66.8614	38.5983	38.5441	39.3743	36.8223
10.3304	20.4336	66.8614	36.2418	38.7933	39.5776	37.0309
11.1235	20.4336	66.8614	33.0415	38.924	39.6444	37.0811
11.9166	20.4336	66.8614	12.9531	38.4505	39.5982	36.9586
12.7097	20.4336	66.8614	-117.309	37.1538	39.4316	36.5987
13.5028	20.4336	66.8614	0	35.3977	38.7252	36.1662
14.2959	20.4336	66.8614	0	33.5842	37.443	35.4771
15.089	20.4336	66.8614	0	31.2712	35.2866	34.1787
15.8821	20.4336	66.8614	0	26.074	30.1373	29.8818
16.6752	20.4336	66.8614	0	0	0	0
17.4683	20.4336	66.8614	0	0	0	0
-5.52955	22.1222	72.3866	37.5834	0	0	0
-4.73645	22.1222	72.3866	37.9848	0	0	26.9297
-3.94335	22.1222	72.3866	38.3678	0	0	28.2793
-3.15024	22.1222	72.3866	38.7382	0	25.6917	29.3182
-2.35714	22.1222	72.3866	39.1093	0	28.5834	30.1429
-1.56404	22.1222	72.3866	39.4979	0	30.8569	30.82
-0.770932	22.1222	72.3866	39.8809	26.9907	32.5374	31.4116
0.0221719	22.1222	72.3866	40.2117	29.521	33.7239	31.9433
0.815275	22.1222	72.3866	40.4629	31.6686	34.6263	32.4466
1.60838	22.1222	72.3866	40.626	33.1699	35.3274	32.9225
2.40148	22.1222	72.3866	40.7159	34.2769	35.8631	33.3809
3.19459	22.1222	72.3866	40.7546	35.1194	36.3279	33.8172
3.98769	22.1222	72.3866	40.7556	35.7656	36.7671	34.2497
4.78079	22.1222	72.3866	40.7239	36.2997	37.1537	34.6413
5.5739	22.1222	72.3866	40.6807	36.7543	37.5419	35.0547
6.367	22.1222	72.3866	40.6076	37.1673	37.9312	35.4316
7.1601	22.1222	72.3866	40.4542	37.5514	38.2946	35.7878
7.95321	22.1222	72.3866	40.1556	37.9539	38.6766	36.1188
8.74631	22.1222	72.3866	39.5993	38.2784	39.1064	36.4281
9.53941	22.1222	72.3866	38.5047	38.5512	39.3782	36.7022
10.3325	22.1222	72.3866	35.9507	38.8	39.5797	36.9096
11.1256	22.1222	72.3866	32.6831	38.9288	39.6445	36.9583
11.9187	22.1222	72.3866	10.8473	38.454	39.5974	36.8351
12.7118	22.1222	72.3866	-130.266	37.156	39.4298	36.4757
13.5049	22.1222	72.3866	0	35.3995	38.7249	36.0439
14.298	22.1222	72.3866	0	33.586	37.4444	35.3543
15.0911	22.1222	72.3866	0	31.2731	35.2884	34.0556
15.8842	22.1222	72.3866	0	26.0759	30.139	29.7586
16.6773	22.1222	72.3866	0	0	0	0
17.4704	22.1222	72.3866	0	0	0	0
-5.5274	23.9503	78.3684	37.5389	0	0	0
-4.73429	23.9503	78.3684	37.9394	0	0	26.8074
-3.94119	23.9503	78.3684	38.322	0	0	28.1587
-3.14809	23.9503	78.3684	38.6922	0	25.6954	29.2002
-2.35498	23.9503	78.3684	39.0642	0	28.5867	30.0263
-1.56188	23.9503	78.3684	39.4539	0	30.8596	30.704
-0.768776	23.9503	78.3684	39.8346	26.9939	32.5388	31.2959
0.0243272	23.9503	78.3684	40.161	29.5242	33.727	31.8278
0.817431	23.9503	78.3684	40.4065	31.6709	34.6314	32.3313
1.61053	23.9503	78.3684	40.5643	33.1716	35.3334	32.8072
2.40364	23.9503	78.3684	40.6502	34.2806	35.8695	33.2654
3.19674	23.9503	78.3684	40.686	35.1248	36.3343	33.7013
3.98984	23.9503	78.3684	40.6849	35.7714	36.7737	34.1335
4.78295	23.9503	78.3684	40.6515	36.3058	37.1604	34.5242
5.57605	23.9503	78.3684	40.6083	36.7605	37.5484	34.937
6.36915	23.9503	78.3684	40.5341	37.1736	37.9376	35.3132
7.16226	23.9503	78.3684	40.3772	37.5575	38.301	35.6688
7.95536	23.9503	78.3684	40.0736	37.9602	38.6829	35.9992
8.74847	23.9503	78.3684	39.5113	38.2848	39.1116	36.3082
9.54157	23.9503	78.3684	38.4108	38.5576	39.3815	36.5815
10.3347	23.9503	78.3684	35.6781	38.806	39.5811	36.7878
11.1278	23.9503	78.3684	32.297	38.9328	39.644	36.835
11.9209	23.9503	78.3684	8.56937	38.457	39.5961	36.7111
12.714	23.9503	78.3684	-144.293	37.1576	39.4275	36.3525
13.5071	23.9503	78.3684	0	35.4008	38.7241	35.9212
14.3002	23.9503	78.3684	0	33.5873	37.4454	35.2314
15.0933	23.9503	78.3684	0	31.2745	35.2896	33.9322
15.8864	23.9503	78.3684	0	26.0774	30.1403	29.6352
16.6795	23.9503	78.3684	0	0	0	0
17.4726	23.9503	78.3684	0	0	0	0
-5.52525	25.9294	84.8445	37.4942	0	0	0
-4.73215	25.9294	84.8445	37.8938	0	0	26.6851
-3.93905	25.9294	84.8445	38.2758	0	0	28.0379
-3.14594	25.9294	84.8445	38.6459	0	25.6985	29.082
-2.35284	25.9294	84.8445	39.0189	0	28.5896	29.9095
-1.55974	25.9294	84.8445	39.4095	0	30.8618	30.5878
-0.766632	25.9294	84.8445	39.7878	26.9966	32.5398	31.1799
0.0264719	25.9294	84.8445	40.1098	29.5268	33.7295	31.712
0.819575	25.9294	84.8445	40.3496	31.6727	34.6357	32.2156
